"","game","platform","publisher","NA_Sales","Total_Sales","Release_Date","PAL_Sales","JP_Sales","Other_Sales"
"7421","Rogue Ops    ","PS2","Kemco  ","0.11m","0.23m","29th Oct 03  ","0.09m","N/A","0.03m"
"7422","Phantasy Star Online Episode I & II    ","XB","Sega  ","0.11m","0.15m","15th Apr 03  ","0.03m","N/A","0.01m"
"7423","Guilty Gear Xrd: Sign    ","PS3","Aksys Games  ","0.11m","0.21m","16th Dec 14  ","N/A","0.07m","0.03m"
"7424","All-Star Baseball 2005    ","XB","Acclaim Entertainment  ","0.11m","0.15m","23rd Mar 04  ","0.03m","N/A","0.01m"
"7425","FIFA Soccer 2005    ","GC","EA Sports  ","0.11m","0.14m","09th Oct 04  ","0.03m","N/A","0.00m"
"7426","Legion: The Legend of Excalibur    ","PS2","Midway Games  ","0.11m","0.22m","18th Jun 02  ","0.09m","N/A","0.03m"
"7427","Pinball Hall of Fame: The Williams Collection    ","X360","Crave Entertainment  ","0.11m","0.12m","22nd Sep 09  ","N/A","N/A","0.01m"
"7428","Teenage Mutant Ninja Turtles: Danger of the Ooze    ","X360","Activision  ","0.11m","0.20m","28th Oct 14  ","0.07m","N/A","0.02m"
"7429","Jaws: Ultimate Predator    ","3DS","Majesco  ","0.11m","0.12m","01st Dec 11  ","N/A","N/A","0.01m"
"7430","Crash: Twinsanity    ","XB","VU Games  ","0.11m","0.15m","28th Sep 04  ","0.03m","N/A","0.01m"
"7431","Spartan: Total Warrior    ","PS2","Sega  ","0.11m","0.22m","25th Oct 05  ","0.09m","N/A","0.03m"
"7432","Puzzle Kingdoms    ","Wii","Zoo Digital Publishing  ","0.11m","0.12m","12th May 09  ","0.00m","N/A","0.01m"
"7433","Street Fighter 30th Anniversary Collection    ","PS4","Capcom  ","0.11m","0.24m","29th May 18  ","0.07m","0.02m","0.04m"
"7434","Harvest Moon: Back to Nature    ","PS","Natsume  ","0.11m","0.32m","22nd Nov 00  ","0.07m","0.12m","0.02m"
"7435","Army of Two: The Devil's Cartel    ","PS3","Electronic Arts  ","0.11m","0.29m","26th Mar 13  ","0.12m","0.01m","0.05m"
"7436","LEGO Harry Potter: Years 5-7    ","PSP","Warner Bros. Interactive  ","0.11m","0.29m","11th Nov 11  ","0.12m","N/A","0.06m"
"7437","RiME    ","NS","Grey Box  ","0.11m","0.15m","21st Nov 17  ","0.03m","N/A","0.01m"
"7438","Science Papa    ","Wii","Activision  ","0.11m","0.13m","14th Jul 09  ","0.01m","N/A","0.01m"
"7439","Arena Football    ","XB","EA Sports  ","0.11m","0.15m","07th Feb 06  ","0.03m","N/A","0.01m"
"7440","Imagine: Fashion Designer    ","3DS","Ubisoft  ","0.11m","0.15m","11th Oct 11  ","0.02m","N/A","0.01m"
"7441","Bust-A-Move 2 Arcade Edition    ","PS","Acclaim Entertainment  ","0.11m","0.20m","29th Mar 96  ","0.07m","N/A","0.01m"
"7442","Monster Rancher 3    ","PS2","Tecmo  ","0.11m","0.36m","24th Sep 01  ","0.09m","0.14m","0.03m"
"7443","Cartoon Network Collection: Game Boy Advance Video Special Edition    ","GBA","Majesco  ","0.11m","0.15m","01st Mar 05  ","0.04m","N/A","0.00m"
"7444","Major League Baseball 2K6    ","PSP","2K Sports  ","0.11m","0.12m","13th Apr 06  ","N/A","N/A","0.01m"
"7445","Whirl Tour    ","PS2","VU Games  ","0.11m","0.22m","25th Nov 02  ","0.09m","N/A","0.03m"
"7446","Petz Puppyz & Kittenz    ","DS","Ubisoft  ","0.11m","0.12m","18th Oct 11  ","N/A","N/A","0.01m"
"7447","RIGS: Mechanized Combat League    ","PS4","Sony Interactive Entertainment  ","0.11m","0.23m","13th Oct 16  ","0.06m","0.02m","0.04m"
"7448","Time Crisis: Crisis Zone    ","PS2","Namco  ","0.11m","0.22m","19th Oct 04  ","0.09m","N/A","0.03m"
"7449","Super Monkey Ball Deluxe    ","XB","Sega  ","0.11m","0.15m","15th Mar 05  ","0.03m","N/A","0.01m"
"7450","Puppeteer    ","PS3","Sony Computer Entertainment America  ","0.11m","0.27m","10th Sep 13  ","0.09m","0.02m","0.04m"
"7451","Ben 10 Alien Force: Vilgax Attacks    ","X360","D3 Publisher  ","0.11m","0.22m","27th Oct 09  ","0.09m","N/A","0.02m"
"7452","Scene It? Twilight    ","DS","Konami  ","0.11m","0.19m","09th Feb 10  ","0.07m","N/A","0.02m"
"7453","Captain America: Super Soldier    ","X360","Sega  ","0.11m","0.17m","19th Jul 11  ","0.05m","N/A","0.01m"
"7454","MotoGP 08    ","X360","Capcom  ","0.11m","0.35m","28th Oct 08  ","0.20m","N/A","0.04m"
"7455","Ultimate Puzzle Games: Sudoku Edition    ","DS","Telegames  ","0.11m","0.12m","24th Jul 07  ","N/A","N/A","0.01m"
"7456","Mirror's Edge Catalyst    ","XOne","Electronic Arts  ","0.11m","0.19m","07th Jun 16  ","0.06m","N/A","0.02m"
"7457","Blazing Angels 2: Secret Missions of WWII    ","X360","Ubisoft  ","0.11m","0.14m","18th Sep 07  ","0.02m","N/A","0.01m"
"7458","Disgaea DS    ","DS","NIS America  ","0.11m","0.18m","23rd Sep 08  ","0.01m","0.05m","0.01m"
"7459","Skate City Heroes    ","Wii","Zoo Digital Publishing  ","0.11m","0.12m","24th Nov 08  ","0.00m","N/A","0.01m"
"7460","Ford vs. Chevy    ","PS2","Global Star Software  ","0.11m","0.22m","09th Nov 05  ","0.09m","N/A","0.03m"
"7461","Peggle: Dual Shot    ","DS","PopCap Games  ","0.11m","0.12m","27th Feb 09  ","N/A","N/A","0.01m"
"7462","Tom and Jerry in House Trap    ","PS","Mattel Interactive  ","0.11m","0.20m","24th Nov 00  ","0.07m","N/A","0.01m"
"7463","Mad Dash Racing    ","XB","Eidos Interactive  ","0.11m","0.15m","14th Nov 01  ","0.03m","N/A","0.01m"
"7464","Etrian Odyssey V: Beyond the Myth    ","3DS","Atlus  ","0.11m","0.27m","17th Oct 17  ","0.01m","0.14m","0.01m"
"7465","Dead to Rights    ","GC","Namco  ","0.11m","0.14m","25th Nov 02  ","0.03m","N/A","0.00m"
"7466","Every Extend Extra    ","PSP","Buena Vista  ","0.11m","0.13m","07th Nov 06  ","0.00m","N/A","0.02m"
"7467","Petz Fantasy: Moonlight Magic    ","DS","Ubisoft  ","0.11m","0.12m","28th Sep 10  ","N/A","N/A","0.01m"
"7468","Sphinx and the Cursed Mummy    ","GC","THQ  ","0.11m","0.14m","10th Nov 03  ","0.03m","N/A","0.00m"
"7469","Mountain Sports    ","Wii","Activision  ","0.11m","0.12m","27th Oct 09  ","0.00m","N/A","0.01m"
"7470","Rock Band: Metal Track Pack    ","PS3","MTV Games  ","0.11m","0.12m","22nd Sep 09  ","N/A","N/A","0.01m"
"7471","The Clique: Diss and Make Up    ","DS","Warner Bros. Interactive  ","0.11m","0.12m","25th Aug 09  ","0.00m","N/A","0.01m"
"7472","The Fairly Odd Parents: Clash with the Anti-World    ","GBA","THQ  ","0.11m","0.15m","18th Oct 05  ","0.04m","N/A","0.00m"
"7473","Tony Hawk's Pro Skater 5    ","XOne","Activision  ","0.11m","0.14m","29th Sep 15  ","0.02m","N/A","0.01m"
"7474","Avalon Code    ","DS","Marvelous Interactive  ","0.11m","0.24m","10th Mar 09  ","0.00m","0.12m","0.01m"
"7475","Star Wars: Lethal Alliance    ","PSP","Ubisoft  ","0.11m","0.13m","07th Dec 06  ","0.01m","N/A","0.01m"
"7476","Guilty Gear X2 #Reload    ","XB","Majesco  ","0.11m","0.15m","14th Sep 04  ","0.03m","N/A","0.01m"
"7477","MLB 13: The Show    ","PSV","Sony Computer Entertainment America  ","0.11m","0.15m","05th Mar 13  ","N/A","N/A","0.04m"
"7478","Yu-Gi-Oh! 5D's: Duel Transer    ","Wii","Konami  ","0.11m","0.16m","07th Dec 10  ","0.02m","0.02m","0.01m"
"7479","WarioWare Gold    ","3DS","Nintendo  ","0.11m","0.28m","03rd Aug 18  ","0.03m","0.13m","0.01m"
"7480","Just Dance 2019    ","PS4","Ubisoft  ","0.11m","0.17m","23rd Oct 18  ","0.03m","N/A","0.03m"
"7481","Dynasty Warriors 5 Empires    ","X360","KOEI  ","0.11m","0.13m","28th Mar 06  ","0.01m","N/A","0.01m"
"7482","PixelJunk Monsters Deluxe    ","PSP","Sony Computer Entertainment  ","0.11m","0.12m","27th Apr 10  ","N/A","N/A","0.02m"
"7483","Silent Hill HD Collection    ","X360","Konami Digital Entertainment  ","0.11m","0.19m","20th Mar 12  ","0.06m","0.01m","0.02m"
"7484","Remember Me    ","X360","Capcom  ","0.11m","0.19m","04th Jun 13  ","0.06m","N/A","0.02m"
"7485","Shrek: Forever After    ","X360","Activision  ","0.11m","0.12m","18th May 10  ","0.00m","N/A","0.01m"
"7486","de Blob 2    ","PS3","THQ  ","0.11m","0.21m","22nd Feb 11  ","0.07m","N/A","0.03m"
"7487","Darksiders III    ","XOne","THQ Nordic  ","0.11m","0.12m","27th Nov 18  ","N/A","N/A","0.01m"
"7488","Charm Girls Club: My Perfect Prom    ","DS","Electronic Arts  ","0.11m","0.12m","20th Oct 09  ","N/A","N/A","0.01m"
"7489","Kidz Sports: Crazy Golf    ","Wii","Destineer  ","0.11m","0.12m","16th Sep 08  ","0.00m","N/A","0.01m"
"7490","Grabbed by the Ghoulies    ","XB","Microsoft Game Studios  ","0.11m","0.14m","21st Oct 03  ","0.03m","N/A","0.01m"
"7491","The Voice    ","WiiU","Activision  ","0.11m","0.12m","21st Oct 14  ","0.00m","N/A","0.01m"
"7492","Dynasty Warriors 5: Xtreme Legends    ","PS2","KOEI  ","0.11m","0.57m","16th Nov 05  ","0.08m","0.35m","0.03m"
"7493","Prince of Persia: The Sands of Time    ","GBA","Ubisoft  ","0.11m","0.15m","30th Oct 03  ","0.04m","N/A","0.00m"
"7494","NHL 2K8    ","X360","2K Sports  ","0.11m","0.13m","10th Sep 07  ","0.01m","N/A","0.01m"
"7495","USA Today Crossword Challenge    ","DS","Destineer  ","0.11m","0.12m","30th May 08  ","N/A","N/A","0.01m"
"7496","Pro Evolution Soccer 2016    ","PS3","Konami Digital Entertainment  ","0.11m","0.44m","15th Sep 15  ","0.12m","0.16m","0.05m"
"7497","G.I. Joe: The Rise of Cobra    ","PS2","Electronic Arts  ","0.11m","0.14m","04th Aug 09  ","0.00m","N/A","0.03m"
"7498","The Price is Right: Decades    ","Wii","Ubisoft  ","0.11m","0.12m","18th Oct 11  ","N/A","N/A","0.01m"
"7499","DiRT 4    ","XOne","Deep Silver  ","0.11m","0.23m","06th Jun 17  ","0.10m","N/A","0.02m"
"7500","Geometry Wars: Galaxies    ","Wii","Sierra Entertainment  ","0.11m","0.12m","20th Nov 07  ","0.00m","N/A","0.01m"
"7501","Bomberman Land    ","Wii","Hudson Soft  ","0.11m","0.17m","29th Jan 08  ","0.02m","0.03m","0.01m"
"7502","Doom (2016)    ","PC","Bethesda Softworks  ","0.11m","0.38m","13th May 16  ","0.24m","N/A","0.03m"
"7503","L.A. Rush    ","XB","Midway Games  ","0.11m","0.14m","11th Oct 05  ","0.03m","N/A","0.01m"
"7504","Brunswick Pro Bowling    ","3DS","Crave Entertainment  ","0.11m","0.12m","20th Sep 11  ","N/A","N/A","0.01m"
"7505","Onechanbara: Bikini Samurai Squad    ","X360","D3 Publisher  ","0.11m","0.13m","10th Feb 09  ","0.01m","N/A","0.01m"
"7506","Total War: Attila    ","PC","Sega  ","0.11m","0.26m","17th Feb 15  ","0.14m","N/A","0.02m"
"7507","Sherlock Holmes vs. Jack the Ripper    ","X360","DreamCatcher Interactive  ","0.11m","0.16m","20th Apr 10  ","0.04m","N/A","0.01m"
"7508","Cave Story+    ","NS","Nicalis  ","0.11m","0.15m","20th Jun 17  ","0.03m","0.01m","0.01m"
"7509","Conception II: Children of the Seven Stars    ","PSV","Atlus  ","0.11m","0.18m","15th Apr 14  ","N/A","0.04m","0.04m"
"7510","Avatar: The Last Airbender - Into the Inferno    ","DS","THQ  ","0.11m","0.13m","12th Nov 08  ","0.01m","N/A","0.01m"
"7511","Baldur's Gate: Dark Alliance    ","GC","Interplay  ","0.11m","0.14m","18th Nov 02  ","0.03m","N/A","0.00m"
"7512","NASCAR Heat 2    ","XOne","704Games  ","0.11m","0.12m","12th Sep 17  ","N/A","N/A","0.01m"
"7513","4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship    ","DS","Atari  ","0.11m","0.12m","13th Dec 05  ","0.00m","N/A","0.01m"
"7514","Ninja Reflex    ","Wii","Electronic Arts  ","0.11m","0.12m","04th Mar 08  ","0.00m","N/A","0.01m"
"7515","Street Fighter Alpha Anthology    ","PS2","Capcom  ","0.11m","0.24m","13th Jun 06  ","0.08m","0.02m","0.03m"
"7516","Divinity II: The Dragon Knight Saga    ","X360","Atlus  ","0.11m","0.13m","12th Apr 11  ","0.02m","N/A","0.01m"
"7517","Ice Age: Dawn of the Dinosaurs    ","Wii","Activision  ","0.11m","0.28m","30th Jun 09  ","0.14m","N/A","0.03m"
"7518","G.I. Joe: The Rise of Cobra    ","PSP","Electronic Arts  ","0.11m","0.14m","04th Aug 09  ","0.02m","N/A","0.02m"
"7519","Monster House    ","GC","THQ  ","0.11m","0.14m","18th Jul 06  ","0.03m","N/A","0.00m"
"7520","Raving Rabbids: Travel in Time 3D    ","3DS","Ubisoft  ","0.11m","0.38m","10th Apr 11  ","0.24m","N/A","0.04m"
"7521","Dynasty Warriors: Gundam 3    ","X360","Tecmo Koei  ","0.11m","0.18m","28th Jun 11  ","0.03m","0.02m","0.01m"
"7522","Pandora's Tower    ","Wii","Xseed Games  ","0.11m","0.31m","16th Apr 13  ","0.10m","0.08m","0.03m"
"7523","Pokémon: Johto Photo Finish: Game Boy Advance Video    ","GBA","Majesco  ","0.11m","0.15m","21st Jun 04  ","0.04m","N/A","0.00m"
"7524","SCORE International Baja 1000: The Official Game    ","X360","Activision  ","0.11m","0.12m","28th Oct 08  ","0.01m","N/A","0.01m"
"7525","Armored Core 2: Another Age    ","PS2","Agetec  ","0.11m","0.41m","20th Aug 01  ","0.08m","0.19m","0.03m"
"7526","NPPL Championship Paintball 2009    ","Wii","Activision  ","0.11m","0.12m","18th Nov 08  ","0.00m","N/A","0.01m"
"7527","Naruto Shippuden: Dragon Blade Chronicles    ","Wii","Atlus  ","0.11m","0.18m","16th Nov 10  ","0.02m","0.05m","0.01m"
"7528","Marvel Trading Card Game    ","DS","Konami  ","0.11m","0.12m","22nd May 07  ","0.00m","N/A","0.01m"
"7529","MX vs. ATV Untamed    ","DS","THQ  ","0.11m","0.12m","17th Dec 07  ","0.00m","N/A","0.01m"
"7530","Rogue Warrior    ","PS3","Bethesda Softworks  ","0.11m","0.13m","01st Dec 09  ","0.02m","N/A","0.01m"
"7531","Spongebob Squarepants / Fairly Odd Parents Double Pack    ","GBA","THQ  ","0.11m","0.15m","01st Jun 05  ","0.04m","N/A","0.00m"
"7532","El Shaddai: Ascension of the Metatron    ","PS3","Ignition Entertainment  ","0.11m","0.28m","16th Aug 11  ","0.07m","0.08m","0.03m"
"7533","Mary-Kate and Ashley: Sweet 16 - Licenced to Drive    ","PS2","Acclaim Entertainment  ","0.11m","0.22m","20th Nov 02  ","0.08m","N/A","0.03m"
"7534","Monster Hunter    ","PS2","Capcom  ","0.11m","0.50m","21st Sep 04  ","0.08m","0.28m","0.03m"
"7535","DarkStar One: Broken Alliance    ","X360","Kalypso  ","0.11m","0.20m","20th Jul 10  ","0.07m","N/A","0.02m"
"7536","Disney's Kim Possible: Kimmunicator    ","DS","Buena Vista  ","0.11m","0.13m","09th Nov 05  ","0.01m","N/A","0.01m"
"7537","Yoostar2    ","X360","Unknown  ","0.11m","0.21m","08th Mar 11  ","0.09m","N/A","0.02m"
"7538","Create    ","PS3","Electronic Arts  ","0.11m","0.16m","16th Nov 10  ","0.03m","N/A","0.02m"
"7539","Legend of the Guardians: The Owls of Ga'Hoole    ","DS","Warner Bros. Interactive  ","0.11m","0.12m","14th Sep 10  ","0.01m","N/A","0.01m"
"7540","Radiant Historia: Perfect Chronology    ","3DS","Atlus  ","0.11m","0.21m","13th Feb 18  ","0.03m","0.06m","0.01m"
"7541","WWE SmackDown vs Raw 2008    ","DS","THQ  ","0.11m","0.12m","13th Nov 07  ","0.00m","N/A","0.01m"
"7542","Angry Birds: Star Wars    ","XOne","Activision  ","0.11m","0.16m","22nd Nov 13  ","0.04m","N/A","0.02m"
"7543","Enclave    ","XB","Conspiracy Entertainment  ","0.11m","0.14m","29th Jul 02  ","0.03m","N/A","0.01m"
"7544","Pac-Man World 3    ","XB","Namco  ","0.11m","0.15m","17th Nov 05  ","0.04m","N/A","0.01m"
"7545","Sid Meier's Pirates!    ","XB","2K Games  ","0.11m","0.14m","11th Jul 05  ","0.03m","N/A","0.01m"
"7546","Minute to Win It    ","DS","Zoo Games  ","0.11m","0.12m","02nd Nov 10  ","N/A","N/A","0.01m"
"7547","Okami    ","PS2","Capcom  ","0.11m","0.63m","19th Sep 06  ","0.03m","0.15m","0.34m"
"7548","Re-Volt    ","PS","Acclaim Entertainment  ","0.11m","0.19m","31st Jul 99  ","0.07m","N/A","0.01m"
"7549","Magna Carta: Tears of Blood    ","PS2","Atlus  ","0.11m","0.22m","16th Nov 05  ","0.08m","N/A","0.03m"
"7550","Shadows of the Damned    ","PS3","Electronic Arts  ","0.11m","0.27m","21st Jun 11  ","0.09m","0.04m","0.03m"
"7551","Descent    ","PS","Interplay  ","0.11m","0.19m","12th Mar 96  ","0.07m","N/A","0.01m"
"7552","Lethal Skies Elite Pilot: Team SW    ","PS2","Sammy Corporation  ","0.11m","0.22m","31st May 02  ","0.08m","N/A","0.03m"
"7553","NFL Blitz 20-03    ","GC","Midway Games  ","0.11m","0.14m","12th Aug 02  ","0.03m","N/A","0.00m"
"7554","Wolfenstein The Two Pack    ","XOne","Bethesda Softworks  ","0.11m","0.12m","22nd Aug 17  ","N/A","N/A","0.01m"
"7555","Homefront: The Revolution    ","PS4","Deep Silver  ","0.11m","0.50m","17th May 16  ","0.29m","0.04m","0.07m"
"7556","FIFA Soccer 11    ","PS2","EA Sports  ","0.11m","0.76m","28th Sep 10  ","0.29m","N/A","0.36m"
"7557","Tales of Hearts R    ","PSV","Namco Bandai Games  ","0.11m","0.38m","11th Nov 14  ","0.12m","0.09m","0.07m"
"7558","Pro Evolution Soccer 2012    ","PSP","Konami  ","0.11m","0.58m","08th Nov 11  ","0.12m","0.29m","0.07m"
"7559","The Elder Scrolls Online: Morrowind    ","PS4","Bethesda Softworks  ","0.11m","0.24m","06th Jun 17  ","0.09m","N/A","0.04m"
"7560","Drakengard 3    ","PS3","Square Enix  ","0.11m","0.32m","20th May 14  ","N/A","0.19m","0.02m"
"7561","All-Star Baseball 2003    ","GBA","Acclaim Entertainment  ","0.11m","0.15m","31st May 02  ","0.04m","N/A","0.00m"
"7562","Fable III    ","PC","Microsoft Game Studios  ","0.11m","0.33m","17th May 11  ","0.17m","N/A","0.05m"
"7563","Wipeout 2    ","PS3","Activision  ","0.11m","0.12m","11th Oct 11  ","N/A","N/A","0.01m"
"7564","NFL Quarterback Club 2002    ","PS2","Acclaim Entertainment  ","0.11m","0.22m","05th Sep 01  ","0.08m","N/A","0.03m"
"7565","How to Train Your Dragon    ","X360","Activision  ","0.11m","0.14m","23rd Mar 10  ","0.02m","N/A","0.01m"
"7566","DJ Max Fever    ","PSP","PM Studios  ","0.11m","0.13m","27th Jan 09  ","N/A","N/A","0.02m"
"7567","Need for Speed Underground 2    ","DS","Electronic Arts  ","0.11m","0.13m","10th May 05  ","0.02m","N/A","0.01m"
"7568","Terminator 3: Rise of the Machines    ","XB","Atari  ","0.11m","0.14m","11th Nov 03  ","0.03m","N/A","0.01m"
"7569","SSX On Tour    ","XB","EA Sports BIG   ","0.11m","0.14m","11th Oct 05  ","0.03m","N/A","0.01m"
"7570","NCAA College Basketball 2K3    ","XB","Sega  ","0.11m","0.14m","02nd Dec 02  ","0.03m","N/A","0.01m"
"7571","Angry Birds: Star Wars    ","PS4","Activision  ","0.11m","0.23m","15th Nov 13  ","0.09m","N/A","0.04m"
"7572","Tecmo Bowl: Kickoff    ","DS","Tecmo  ","0.11m","0.11m","18th Nov 08  ","N/A","N/A","0.01m"
"7573","Growlanser: Heritage of War    ","PS2","Atlus  ","0.11m","0.22m","18th Sep 07  ","0.08m","N/A","0.03m"
"7574","Strawberry Shortcake: Game Boy Advance Video Volume 1    ","GBA","Majesco  ","0.11m","0.15m","14th May 04  ","0.04m","N/A","0.00m"
"7575","Disney's Planes    ","DS","Disney Interactive Studios  ","0.11m","0.21m","06th Aug 13  ","0.09m","N/A","0.02m"
"7576","FIFA Soccer    ","PSP","Electronic Arts  ","0.11m","0.12m","25th Apr 05  ","N/A","N/A","0.01m"
"7577","NASCAR Heat 2    ","PS4","704Games  ","0.11m","0.13m","12th Sep 17  ","N/A","N/A","0.02m"
"7578","Allied General    ","PS","SSI  ","0.11m","0.19m","30th Sep 96  ","0.07m","N/A","0.01m"
"7579","Juiced: Eliminator    ","PSP","THQ  ","0.11m","0.42m","28th Jun 06  ","0.20m","N/A","0.12m"
"7580","Rugby 2004    ","PS2","EA Sports  ","0.11m","0.22m","16th Sep 03  ","0.08m","N/A","0.03m"
"7581","Street Fighter Alpha 3    ","GBA","Capcom  ","0.11m","0.15m","01st Dec 02  ","0.04m","N/A","0.00m"
"7582","OutRun 2    ","XB","Microsoft  ","0.11m","0.14m","25th Oct 04  ","0.03m","N/A","0.01m"
"7583","Dead Rising 2: Off the Record    ","PS3","Capcom  ","0.11m","0.32m","11th Oct 11  ","0.08m","0.10m","0.03m"
"7584","Wreckless: ThE YaKuza MisSiOns    ","PS2","Activision  ","0.11m","0.22m","13th Nov 02  ","0.08m","N/A","0.03m"
"7585","Hitman: Blood Money    ","XB","Eidos Interactive  ","0.11m","0.14m","30th May 06  ","0.03m","N/A","0.01m"
"7586","Merv Griffin's Crosswords    ","Wii","THQ  ","0.11m","0.11m","17th Nov 08  ","N/A","N/A","0.01m"
"7587","NBA Live 16    ","XOne","EA Sports  ","0.11m","0.13m","29th Sep 15  ","0.01m","N/A","0.01m"
"7588","FIFA 06 Soccer    ","GC","EA Sports  ","0.11m","0.14m","04th Oct 05  ","0.03m","N/A","0.00m"
"7589","Rayman Arena    ","GC","Ubisoft  ","0.11m","0.14m","24th Sep 02  ","0.03m","N/A","0.00m"
"7590","Guitar Hero: Smash Hits    ","PS2","Activision  ","0.11m","0.22m","16th Jun 09  ","0.01m","N/A","0.10m"
"7591","4X4 EVO 2    ","GC","VU Games  ","0.11m","0.14m","09th Sep 02  ","0.03m","N/A","0.00m"
"7592","NFL Blitz 20-03    ","XB","Midway Games  ","0.11m","0.14m","12th Aug 02  ","0.03m","N/A","0.01m"
"7593","Darkstalkers 3    ","PS","Capcom  ","0.11m","0.19m","30th Nov 98  ","0.07m","N/A","0.01m"
"7594","Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto    ","XOne","Namco Bandai Games  ","0.11m","0.12m","03rd Feb 17  ","N/A","N/A","0.01m"
"7595","Onechanbara: Bikini Zombie Slayers    ","Wii","D3 Publisher  ","0.11m","0.12m","10th Feb 09  ","0.00m","N/A","0.01m"
"7596","Where the Wild Things Are    ","Wii","Warner Bros. Interactive  ","0.11m","0.12m","13th Oct 09  ","0.00m","N/A","0.01m"
"7597","RPG Maker    ","PS","Agetec  ","0.11m","0.50m","19th Sep 00  ","0.07m","0.29m","0.03m"
"7598","ESA Game Pack    ","PS3","Sony Computer Entertainment  ","0.11m","0.12m","10th Nov 10  ","N/A","N/A","0.01m"
"7599","Cabela's North American Adventures    ","PS3","Activision  ","0.11m","0.12m","14th Sep 10  ","N/A","N/A","0.01m"
"7600","Indiana Jones and the Staff of Kings    ","PSP","LucasArts  ","0.11m","0.26m","09th Jun 09  ","0.10m","N/A","0.05m"
"7601","The Walking Dead - The Telltale Series: A New Frontier    ","PS4","Warner Bros. Interactive Entertainment  ","0.11m","0.17m","28th Feb 17  ","0.04m","N/A","0.03m"
"7602","Indiana Jones and the Staff of Kings    ","PS2","LucasArts  ","0.11m","0.28m","09th Jun 09  ","0.01m","N/A","0.16m"
"7603","Saints Row IV    ","PC","Deep Silver  ","0.11m","0.19m","20th Aug 13  ","0.06m","N/A","0.02m"
"7604","Star Trek: Conquest    ","Wii","Bethesda Softworks  ","0.11m","0.12m","20th Nov 07  ","0.01m","N/A","0.01m"
"7605","Zumba Fitness: World Party    ","Wii","Majesco Entertainment  ","0.11m","0.23m","05th Nov 13  ","0.11m","N/A","0.02m"
"7606","Scooby-Doo! Night of 100 Frights    ","XB","THQ  ","0.11m","0.14m","27th Aug 03  ","0.03m","N/A","0.01m"
"7607","Samurai Warriors: Katana    ","Wii","KOEI  ","0.11m","0.15m","16th Jan 08  ","0.00m","0.04m","0.01m"
"7608","Herdy Gerdy    ","PS2","Eidos Interactive  ","0.11m","0.22m","04th Mar 02  ","0.08m","N/A","0.03m"
"7609","Need for Speed: ProStreet    ","DS","Electronic Arts  ","0.11m","0.13m","13th Nov 07  ","0.01m","N/A","0.01m"
"7610","Overlord: Dark Legend    ","Wii","Codemasters  ","0.11m","0.37m","23rd Jun 09  ","0.22m","N/A","0.04m"
"7611","UFC Undisputed 2010    ","PSP","THQ  ","0.11m","0.21m","07th Sep 10  ","0.07m","N/A","0.04m"
"7612","Warhammer: Shadow of the Horned Rat    ","PS","SSI  ","0.11m","0.19m","01st Nov 96  ","0.07m","N/A","0.01m"
"7613","Michael Jackson: The Experience    ","PSP","Ubisoft  ","0.11m","0.16m","23rd Nov 10  ","0.03m","N/A","0.03m"
"7614","de Blob 2    ","Wii","THQ  ","0.11m","0.18m","22nd Feb 11  ","0.06m","N/A","0.02m"
"7615","Muramasa Rebirth    ","PSV","Aksys Games  ","0.11m","0.24m","25th Jun 13  ","N/A","0.10m","0.04m"
"7616","Birds of Steel    ","X360","Konami Digital Entertainment  ","0.11m","0.15m","13th Mar 12  ","0.03m","N/A","0.01m"
"7617","Fracture    ","PS3","LucasArts  ","0.11m","0.16m","07th Oct 08  ","0.04m","N/A","0.02m"
"7618","Lord of the Rings: Tactics    ","PSP","Electronic Arts  ","0.11m","0.13m","08th Nov 05  ","0.02m","N/A","0.01m"
"7619","Project Spark    ","XOne","Microsoft Studios  ","0.11m","0.17m","07th Oct 14  ","0.05m","N/A","0.02m"
"7620","Transformers: War for Cybertron -- Decepticons    ","DS","Activision  ","0.11m","0.12m","22nd Jun 10  ","0.01m","N/A","0.01m"
"7621","Dark Summit    ","PS2","THQ  ","0.11m","0.21m","26th Nov 01  ","0.08m","N/A","0.03m"
"7622","NFL Head Coach 09    ","X360","EA Sports  ","0.11m","0.11m","03rd Sep 08  ","N/A","N/A","0.01m"
"7623","G-Force    ","X360","Disney Interactive Studios  ","0.11m","0.17m","21st Jul 09  ","0.05m","N/A","0.02m"
"7624","The Price is Right: Decades    ","X360","Ubisoft  ","0.11m","0.12m","15th Nov 11  ","N/A","N/A","0.01m"
"7625","Carnival Games    ","NS","2K Games  ","0.11m","0.27m","06th Nov 18  ","0.14m","N/A","0.02m"
"7626","Farming Simulator 17    ","PC","Focus Home Interactive  ","0.11m","1.12m","25th Oct 16  ","0.94m","N/A","0.07m"
"7627","Dead to Rights: Retribution    ","X360","Namco Bandai  ","0.11m","0.21m","27th Apr 10  ","0.08m","0.00m","0.02m"
"7628","Girl Time    ","DS","THQ  ","0.11m","0.11m","11th May 09  ","N/A","N/A","0.01m"
"7629","SingStar Latino    ","PS3","Sony Computer Entertainment  ","0.11m","0.12m","17th Nov 09  ","N/A","N/A","0.01m"
