"","game","platform","publisher","NA_Sales","Total_Sales","Release_Date","PAL_Sales","JP_Sales","Other_Sales"
"4514","Moon Diver    ","PSN","Square Enix  ","N/A","N/A","29th Mar 11  ","N/A","N/A","N/A"
"4515","Moon Hunters    ","PS4","Kitfox Games  ","N/A","N/A","12th Jul 16  ","N/A","N/A","N/A"
"4516","Moon Patrol    ","5200","Atari  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"4517","Moon Tycoon    ","PC","Anarchy Enterprises  ","N/A","N/A","11th Oct 01  ","N/A","N/A","N/A"
"4518","Moonbase    ","PC","Wesson International  ","N/A","N/A","01st Jan 90  ","N/A","N/A","N/A"
"4519","Moonbase Alpha    ","PC","Unknown  ","N/A","N/A","06th Jul 10  ","N/A","N/A","N/A"
"4520","MoonBase Commander    ","PC","Atari  ","N/A","N/A","13th Aug 02  ","N/A","N/A","N/A"
"4521","Moonmist    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4522","Moons Of Madness    ","PC","Funcom   ","N/A","N/A","22nd Oct 19  ","N/A","N/A","N/A"
"4523","Moons Of Madness    ","XOne","Funcom   ","N/A","N/A","24th Mar 20  ","N/A","N/A","N/A"
"4524","Moons Of Madness    ","PS4","Funcom   ","N/A","N/A","24th Mar 20  ","N/A","N/A","N/A"
"4525","Moonsweeper    ","2600","Imagic  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"4526","Moraff's Maximum Mahjongg    ","PC","Global Star Software  ","N/A","N/A","01st Jan 00  ","N/A","N/A","N/A"
"4527","Mordheim: City of the Dammed    ","PC","Focus Home Interactive  ","N/A","N/A","01st Oct 14  ","N/A","N/A","N/A"
"4528","Mori no Cafeteria DS: Oshare na Cafe Recipe    ","DS","D3 Publisher  ","N/A","0.00m","04th Dec 08  ","N/A","0.00m","N/A"
"4529","Moria    ","PC","Unknown  ","N/A","N/A","12th Aug 92  ","N/A","N/A","N/A"
"4530","Morita no Saikyou Reversi    ","DC","Random House  ","N/A","N/A","15th Apr 99  ","N/A","N/A","N/A"
"4531","Morita no Saikyou Shogi    ","DC","Random House  ","N/A","N/A","15th Apr 99  ","N/A","N/A","N/A"
"4532","Morita Shogi    ","NES","Seta Corporation  ","N/A","N/A","14th Apr 87  ","N/A","N/A","N/A"
"4533","Morita Shogi 64    ","N64","Seta Corporation  ","N/A","N/A","03rd Apr 98  ","N/A","N/A","N/A"
"4534","Morita Shogi Advance    ","GBA","Hudson Entertainment  ","N/A","N/A","12th Jul 01  ","N/A","N/A","N/A"
"4535","Morita Shogi for WonderSwan    ","WS","Yuki  ","N/A","N/A","22nd Dec 99  ","N/A","N/A","N/A"
"4536","Morita Shogi PC    ","PCE","NEC  ","N/A","N/A","27th Sep 91  ","N/A","N/A","N/A"
"4537","Morpheus    ","PC","Tiburon Interactive Publishing  ","N/A","N/A","01st Jan 98  ","N/A","N/A","N/A"
"4538","Morphopolis    ","And","Unknown  ","N/A","N/A","24th Jan 14  ","N/A","N/A","N/A"
"4539","Morphopolis    ","PC","Unknown  ","N/A","N/A","14th Aug 14  ","N/A","N/A","N/A"
"4540","MorphX    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4541","Mortadelo y Filemón: Dos Vaqueros Chapuceros    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4542","Mortadelo y Filemon: El Escarabajo de Cleopatra    ","PC","Zeta Multimedia  ","N/A","N/A","01st Jan 01  ","N/A","N/A","N/A"
"4543","Mortadelo y Filemón: Terror, Espanto y Pavor    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4544","Mortal Kombat    ","SNES","Acclaim Entertainment  ","N/A","N/A","13th Sep 93  ","N/A","N/A","N/A"
"4545","Mortal Kombat    ","GB","Acclaim Entertainment  ","N/A","N/A","13th Sep 93  ","N/A","N/A","N/A"
"4546","Mortal Kombat    ","GG","Arena Entertainment  ","N/A","N/A","13th Sep 93  ","N/A","N/A","N/A"
"4547","Mortal Kombat    ","SCD","Arena Entertainment  ","N/A","N/A","26th May 94  ","N/A","N/A","N/A"
"4548","Mortal Kombat    ","MS","Acclaim Entertainment  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"4549","Mortal Kombat    ","Arc","Midway Games  ","N/A","N/A","09th Aug 92  ","N/A","N/A","N/A"
"4550","Mortal Kombat 3    ","PC","Williams Entertainment  ","N/A","N/A","01st Jan 96  ","N/A","N/A","N/A"
"4551","Mortal Kombat 3    ","MS","Tec Toy  ","N/A","N/A","01st Jan 96  ","N/A","N/A","N/A"
"4552","Mortal Kombat 3    ","GB","Williams Entertainment  ","N/A","N/A","01st Nov 95  ","N/A","N/A","N/A"
"4553","Mortal Kombat 3    ","GG","Acclaim Entertainment  ","N/A","N/A","01st Jan 96  ","N/A","N/A","N/A"
"4554","Mortal Kombat 4    ","Arc","Midway Games  ","N/A","N/A","11th Sep 97  ","N/A","N/A","N/A"
"4555","Mortal Kombat Gold    ","DC","Midway Games  ","N/A","N/A","31st Aug 99  ","N/A","N/A","N/A"
"4556","Mortal Kombat I & II    ","GB","Acclaim Entertainment  ","N/A","N/A","01st Jan 98  ","N/A","N/A","N/A"
"4557","Mortal Kombat II    ","SAT","Acclaim Entertainment  ","N/A","N/A","28th Mar 96  ","N/A","N/A","N/A"
"4558","Mortal Kombat II    ","GG","Acclaim Entertainment  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"4559","Mortal Kombat II    ","GB","Acclaim Entertainment  ","N/A","N/A","01st Sep 94  ","N/A","N/A","N/A"
"4560","Mortal Kombat II    ","MS","Acclaim Entertainment  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"4561","Mortal Kombat II    ","PSN","Sony Online Entertainment  ","N/A","N/A","12th Apr 07  ","N/A","N/A","N/A"
"4562","Mortal Kombat II    ","PS","Acclaim Entertainment  ","N/A","N/A","02nd Aug 96  ","N/A","N/A","N/A"
"4563","Mortal Kombat II    ","PC","Acclaim Entertainment  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"4564","Mortal Kombat II    ","Arc","Midway Games  ","N/A","N/A","25th Jun 93  ","N/A","N/A","N/A"
"4565","Mortal Kombat II (JP sales)    ","GEN","Acclaim Entertainment  ","N/A","0.03m","01st Jan 94  ","N/A","0.03m","N/A"
"4566","Mortal Kombat Komplete Edition    ","PC","Warner Bros. Interactive Entertainment  ","N/A","N/A","06th Aug 13  ","N/A","N/A","N/A"
"4567","Mortal Kombat Trilogy    ","SAT","Midway Games  ","N/A","N/A","31st Aug 97  ","N/A","N/A","N/A"
"4568","Mortal Kombat Trilogy    ","PC","GT Interactive  ","N/A","N/A","01st Jan 97  ","N/A","N/A","N/A"
"4569","Mortal Kombat vs DC Universe    ","XBL","Midway Games  ","N/A","N/A","15th Sep 10  ","N/A","N/A","N/A"
"4570","Mortal Kombat vs DC Universe    ","PSN","Midway Games  ","N/A","N/A","01st Nov 11  ","N/A","N/A","N/A"
"4571","Mortal Kombat: Arcade Kollection    ","PSN","Unknown  ","N/A","N/A","30th Aug 11  ","N/A","N/A","N/A"
"4572","Mortal Kombat: Arcade Kollection    ","XBL","Unknown  ","N/A","N/A","31st Aug 11  ","N/A","N/A","N/A"
"4573","Mortal Kombat: Arcade Kollection    ","PC","Unknown  ","N/A","N/A","31st Aug 11  ","N/A","N/A","N/A"
"4574","Mortal Kombat: Armageddon    ","XB","Midway Games  ","N/A","N/A","11th Oct 06  ","N/A","N/A","N/A"
"4575","Mortal Kombat: Freddy Krueger    ","PSN","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4576","Mortal Kombat: Freddy Krueger    ","XBL","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4577","Mortal Kombat: Kenshi    ","PSN","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4578","Mortal Kombat: Kenshi    ","XBL","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4579","Mortal Kombat: Rain    ","PSN","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4580","Mortal Kombat: Rain    ","XBL","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4581","Mortal Kombat: Skarlet    ","PSN","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4582","Mortal Kombat: Skarlet    ","XBL","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4583","Mortal Kombat: Unchained    ","PSN","Midway Games  ","N/A","N/A","01st Oct 09  ","N/A","N/A","N/A"
"4584","Mortimer Beckett and the Secrets of Spooky Manor    ","PC","Mumbo Jumbo  ","N/A","0.00m","19th Feb 08  ","0.00m","N/A","0.00m"
"4585","Mortyr 2093 - 1944    ","PC","Interplay  ","N/A","N/A","23rd Dec 99  ","N/A","N/A","N/A"
"4586","Moshi Monsters    ","PC","Unknown  ","N/A","N/A","24th Nov 09  ","N/A","N/A","N/A"
"4587","Moshi Monsters: Katsuma Unleashed    ","DS","Activision  ","N/A","0.14m","05th Nov 13  ","0.13m","N/A","0.01m"
"4588","Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.    ","PSV","Rejet  ","N/A","0.03m","25th Feb 16  ","N/A","0.03m","N/A"
"4589","Moshimo Ashita ga Hare Naraba    ","PC","Paretto  ","N/A","N/A","24th Feb 06  ","N/A","N/A","N/A"
"4590","MothBallz    ","XBL","Microsoft  ","N/A","N/A","10th Apr 09  ","N/A","N/A","N/A"
"4591","Mother    ","NES","Nintendo  ","N/A","N/A","27th Jul 89  ","N/A","N/A","N/A"
"4592","Mother 1+2    ","GBA","Nintendo  ","N/A","0.46m","20th Jun 03  ","N/A","0.45m","0.01m"
"4593","Mother 3    ","GBA","Nintendo  ","N/A","0.40m","20th Apr 06  ","N/A","0.39m","0.01m"
"4594","Mother Goose no Himitsu no Yakata    ","PSP","Quinrose  ","N/A","0.03m","23rd Jun 11  ","N/A","0.03m","N/A"
"4595","Mother Russia Bleeds    ","Linux","Bandai Visual  ","N/A","N/A","01st Jan 16  ","N/A","N/A","N/A"
"4596","Mother Russia Bleeds    ","OSX","Bandai Visual  ","N/A","N/A","01st Jan 16  ","N/A","N/A","N/A"
"4597","Mother Russia Bleeds    ","PC","Bandai Visual  ","N/A","N/A","01st Jan 16  ","N/A","N/A","N/A"
"4598","Moto eXtreme    ","DSiW","Chillingo  ","N/A","N/A","30th Jun 11  ","N/A","N/A","N/A"
"4599","Moto Racer    ","PC","Electronic Arts  ","N/A","N/A","31st Aug 97  ","N/A","N/A","N/A"
"4600","Moto Racer 2    ","PC","Electronic Arts  ","N/A","N/A","30th Nov 98  ","N/A","N/A","N/A"
"4601","Moto Racer 3    ","PC","Atari  ","N/A","N/A","31st Jan 02  ","N/A","N/A","N/A"
"4602","Moto Racer 4    ","PC","Microids  ","N/A","N/A","03rd Nov 16  ","N/A","N/A","N/A"
"4603","Moto Racer DS    ","DS","SouthPeak Interactive  ","N/A","0.03m","03rd Jul 10  ","0.02m","N/A","0.00m"
"4604","Moto Roader    ","PCE","NEC  ","N/A","N/A","01st Jan 89  ","N/A","N/A","N/A"
"4605","Moto Roader    ","VC","Hudson Soft  ","N/A","N/A","15th Jan 07  ","N/A","N/A","N/A"
"4606","Moto Roader II    ","PCE","NCS  ","N/A","N/A","29th Mar 91  ","N/A","N/A","N/A"
"4607","Moto Roader II    ","PSN","NCS  ","N/A","N/A","19th Jan 11  ","N/A","N/A","N/A"
"4608","Moto Roader MC    ","PCE","NCS  ","N/A","N/A","18th Dec 92  ","N/A","N/A","N/A"
"4609","Moto Rodeo    ","2600","Atari  ","N/A","N/A","01st Jan 90  ","N/A","N/A","N/A"
"4610","Moto X Maniac     ","PS2","Phoenix Games  ","N/A","N/A","09th Mar 07  ","N/A","N/A","N/A"
"4611","Motocross Madness    ","PC","Microsoft  ","N/A","N/A","31st Jul 98  ","N/A","N/A","N/A"
"4612","Motocross Madness 2    ","PC","Microsoft  ","N/A","N/A","26th May 00  ","N/A","N/A","N/A"
"4613","Motocross Mania    ","PC","On Deck Interactive  ","N/A","N/A","14th Nov 00  ","N/A","N/A","N/A"
"4614","Motocross Mania 2    ","PS","Gotham Games  ","N/A","N/A","25th Jun 03  ","N/A","N/A","N/A"
"4615","Motocross Maniacs    ","GB","Ultra Games  ","N/A","N/A","01st Jan 90  ","N/A","N/A","N/A"
"4616","Motocross Meltdown    ","And","Glu Mobile Inc.  ","N/A","N/A","21st Jan 14  ","N/A","N/A","N/A"
"4617","Motocross Racer    ","2600","Xonox  ","N/A","N/A","01st Jan 84  ","N/A","N/A","N/A"
"4618","MotoGP    ","NGage","THQ  ","N/A","N/A","14th Nov 03  ","N/A","N/A","N/A"
"4619","MotoGP '07    ","PC","THQ  ","N/A","N/A","28th Sep 07  ","N/A","N/A","N/A"
"4620","MotoGP 08    ","PC","Capcom  ","N/A","0.01m","28th Oct 08  ","0.01m","N/A","0.00m"
"4621","MotoGP 10/11    ","X360","Capcom  ","N/A","0.06m","15th Mar 11  ","0.05m","N/A","0.01m"
"4622","MOTOGP 13    ","X360","Milestone  ","N/A","N/A","17th Jun 14  ","N/A","N/A","N/A"
"4623","MOTOGP 13    ","PC","Milestone  ","N/A","N/A","17th Jun 14  ","N/A","N/A","N/A"
"4624","MOTOGP 13    ","PS3","Milestone  ","N/A","N/A","17th Jun 14  ","N/A","N/A","N/A"
"4625","MOTOGP 13    ","PSV","Milestone  ","N/A","N/A","17th Jun 14  ","N/A","N/A","N/A"
"4626","MotoGP 14     ","PC","Namco Bandai Games  ","N/A","N/A","04th Nov 14  ","N/A","N/A","N/A"
"4627","MotoGP 14     ","PSV","Namco Bandai Games  ","N/A","0.01m","04th Nov 14  ","0.01m","N/A","0.00m"
"4628","MotoGP 15    ","XOne","Milestone S.r.l.  ","N/A","0.03m","24th Jun 15  ","0.03m","N/A","0.00m"
"4629","MotoGP 15    ","X360","Milestone S.r.l.  ","N/A","0.01m","24th Jun 15  ","0.01m","N/A","0.00m"
"4630","MotoGP 15    ","PS4","Milestone S.r.l.  ","N/A","0.18m","24th Jun 15  ","0.13m","0.04m","0.02m"
"4631","MotoGP 15    ","PS3","Milestone S.r.l.  ","N/A","0.06m","24th Jun 15  ","0.02m","0.04m","0.00m"
"4632","MotoGP 15    ","PC","Milestone S.r.l.  ","N/A","N/A","24th Jun 15  ","N/A","N/A","N/A"
"4633","MotoGP 17    ","PC","Koch Media  ","N/A","N/A","15th Jun 17  ","N/A","N/A","N/A"
"4634","MotoGP 18    ","PC","Milestone S.r.l.  ","N/A","0.00m","31st Mar 18  ","0.00m","N/A","0.00m"
"4635","MotoGP 2    ","PC","THQ  ","N/A","N/A","21st May 03  ","N/A","N/A","N/A"
"4636","MotoGP 3: Ultimate Racing Technology    ","PC","THQ  ","N/A","N/A","30th Aug 05  ","N/A","N/A","N/A"
"4637","MotoGP: URT - Ultimate Racing Technology    ","PC","THQ  ","N/A","N/A","28th Jun 02  ","N/A","N/A","N/A"
"4638","MotoHeroz    ","WW","RedLynx  ","N/A","N/A","15th Sep 11  ","N/A","N/A","N/A"
"4639","MotoJump    ","XBL","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4640","Motor City Online    ","PC","Electronic Arts  ","N/A","N/A","29th Oct 01  ","N/A","N/A","N/A"
"4641","Motor Psycho    ","7800","Atari  ","N/A","N/A","01st Jan 90  ","N/A","N/A","N/A"
"4642","Motor Toon Grand Prix    ","PS","Sony Computer Entertainment  ","N/A","N/A","31st Oct 96  ","N/A","N/A","N/A"
"4643","Motor Toon Grand Prix    ","PSN","Sony Computer Entertainment  ","N/A","N/A","20th Jul 10  ","N/A","N/A","N/A"
"4644","Motor Toon Grand Prix (Japan)    ","PS","Sony Computer Entertainment  ","N/A","0.07m","16th Dec 94  ","N/A","0.06m","0.00m"
"4645","Motorbike    ","PS3","Sony Computer Entertainment  ","N/A","N/A","25th Jun 13  ","N/A","N/A","N/A"
"4646","Motorbike Stunt Agent Julie    ","XBL","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4647","MotorHead    ","PC","Fox Interactive  ","N/A","N/A","28th Feb 99  ","N/A","N/A","N/A"
"4648","Motorhead    ","PSN","Zoo Digital Publishing  ","N/A","N/A","31st Jan 08  ","N/A","N/A","N/A"
"4649","MotorHEAT    ","XBL","Microsoft  ","N/A","N/A","26th Feb 10  ","N/A","N/A","N/A"
"4650","Motorsport Manager (2017)    ","PC","Sega  ","N/A","0.02m","27th Mar 17  ","0.01m","N/A","0.00m"
"4651","MotorStorm 3D Rift    ","PSN","Sony Computer Entertainment  ","N/A","N/A","24th Aug 10  ","N/A","N/A","N/A"
"4652","MotorStorm Complete    ","PS3","Sony Computer Entertainment  ","N/A","0.01m","22nd May 08  ","N/A","0.01m","N/A"
"4653","MotorStorm RC    ","PSV","Sony Computer Entertainment  ","N/A","0.07m","06th Mar 12  ","0.05m","N/A","0.01m"
"4654","MotorStorm: Arctic Edge    ","PSN","Sony Computer Entertainment  ","N/A","N/A","01st Oct 09  ","N/A","N/A","N/A"
"4655","Mots 360    ","3DS","Level 5  ","N/A","N/A","16th May 13  ","N/A","N/A","N/A"
"4656","Motte Island    ","PC","Unknown  ","N/A","N/A","08th Apr 14  ","N/A","N/A","N/A"
"4657","Motto Ane, Chan to Shiyouyo!    ","PSV","NetRevo  ","N/A","N/A","29th May 14  ","N/A","N/A","N/A"
"4658","Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore    ","DS","Benesse  ","N/A","0.02m","04th Dec 08  ","N/A","0.02m","N/A"
"4659","Motto Me de Unou o Kitaeru: Sokudoku Jutsu 3    ","3DS","Milestone  ","N/A","N/A","25th Aug 11  ","N/A","N/A","N/A"
"4660","Motto NUGA-CEL!    ","PSP","Idea Factory  ","N/A","0.02m","20th May 10  ","N/A","0.02m","N/A"
"4661","Motto Pro Yakyuu Team o Tsukurou!    ","DC","Sega  ","N/A","N/A","28th Sep 00  ","N/A","N/A","N/A"
"4662","Motto TOEIC Test DS Training    ","DS","IE Institute  ","N/A","0.04m","12th Jun 08  ","N/A","0.04m","N/A"
"4663","Motto! Hamster to Rasou: Akachan ga Umare Tayou    ","DS","Interchannel  ","N/A","N/A","17th Sep 09  ","N/A","N/A","N/A"
"4664","Motto! SoniComi    ","PS3","Kadokawa Games  ","N/A","0.02m","20th Mar 14  ","N/A","0.02m","N/A"
"4665","Motto! Stitch! DS Rhythm de Rakugaki Daisakusen    ","DS","Disney Interactive Studios  ","N/A","0.08m","18th Nov 10  ","N/A","0.08m","N/A"
"4666","Moujuu-Tachi to Ohimesama    ","PSV","Idea Factory  ","N/A","0.02m","25th Aug 16  ","N/A","0.02m","N/A"
"4667","Moujuu-Tachi to Ohimesama: In Blossom    ","PSV","Idea Factory  ","N/A","0.01m","07th Sep 17  ","N/A","0.01m","N/A"
"4668","Moujuutsukai to Oujisama    ","PS2","Idea Factory  ","N/A","0.02m","24th Jun 10  ","N/A","0.02m","N/A"
"4669","Moujuutsukai to Oujisama Portable    ","PSP","Idea Factory  ","N/A","0.02m","30th Jun 11  ","N/A","0.02m","N/A"
"4670","Moujuutsukai to Oujisama Twin Pack    ","PS2","Idea Factory  ","N/A","N/A","24th Feb 11  ","N/A","N/A","N/A"
"4671","Moujuutsukai to Oujisama: Flower & Snow    ","PSV","Idea Factory  ","N/A","0.01m","11th Jun 15  ","N/A","0.01m","N/A"
"4672","Moujuutsukai to Oujisama: Snow Bride    ","PS2","Idea Factory  ","N/A","0.02m","24th Feb 11  ","N/A","0.02m","N/A"
"4673","Moujuutsukai to Oujisama: Snow Bride Portable    ","PSP","Idea Factory  ","N/A","0.02m","23rd Feb 12  ","N/A","0.02m","N/A"
"4674","Mount & Blade    ","PC","Paradox Interactive   ","N/A","0.02m","16th Sep 08  ","0.02m","N/A","0.00m"
"4675","Mount & Blade Collection    ","PC","Paradox Interactive   ","N/A","0.02m","13th Mar 12  ","0.02m","N/A","0.00m"
"4676","Mount & Blade: Warband    ","XOne","Koch Media  ","N/A","N/A","16th Sep 16  ","N/A","N/A","N/A"
"4677","Mount & Blade: Warband    ","PS4","Taleworlds  ","N/A","N/A","24th Jun 16  ","N/A","N/A","N/A"
"4678","Mount Olympus    ","And","iCOOLgeeks  ","N/A","N/A","22nd Mar 14  ","N/A","N/A","N/A"
"4679","Mount Your Friends    ","PC","Unknown  ","N/A","N/A","29th Jul 14  ","N/A","N/A","N/A"
"4680","Mountain    ","Linux","Double Fine Productions  ","N/A","N/A","01st Jul 14  ","N/A","N/A","N/A"
"4681","Mountain    ","OSX","Double Fine Productions  ","N/A","N/A","01st Jul 14  ","N/A","N/A","N/A"
"4682","Mountain    ","PC","Double Fine Productions  ","N/A","N/A","01st Jul 14  ","N/A","N/A","N/A"
"4683","Mountain King    ","5200","CBS Electronics  ","N/A","N/A","01st Jan 84  ","N/A","N/A","N/A"
"4684","Mouryou Senki Madara    ","NES","Konami  ","N/A","N/A","30th Mar 90  ","N/A","N/A","N/A"
"4685","Mouryou Senki Madara 2    ","SNES","Konami  ","N/A","N/A","16th Jul 93  ","N/A","N/A","N/A"
"4686","Mouse House    ","WW","Big John Games  ","N/A","N/A","22nd Feb 10  ","N/A","N/A","N/A"
"4687","Mouse Trap Hotel    ","GB","Electro Brain  ","N/A","N/A","02nd Jan 92  ","N/A","N/A","N/A"
"4688","MouseCraft    ","PC","Unknown  ","N/A","N/A","08th Jul 14  ","N/A","N/A","N/A"
"4689","MouseCraft    ","PS3","Unknown  ","N/A","N/A","08th Jul 14  ","N/A","N/A","N/A"
"4690","MouseCraft    ","PS4","Unknown  ","N/A","N/A","08th Jul 14  ","N/A","N/A","N/A"
"4691","MouseCraft    ","PSV","Unknown  ","N/A","N/A","08th Jul 14  ","N/A","N/A","N/A"
"4692","MouseCraft    ","Linux","Unknown  ","N/A","N/A","08th Jul 14  ","N/A","N/A","N/A"
"4693","MouseCraft    ","OSX","Unknown  ","N/A","N/A","08th Jul 14  ","N/A","N/A","N/A"
"4694","Mousou Gugenka AVG Dream Believer    ","PC","Touchable  ","N/A","N/A","28th Oct 11  ","N/A","N/A","N/A"
"4695","Move Fitness    ","PS3","Sony Computer Entertainment  ","N/A","0.21m","26th Mar 13  ","0.17m","N/A","0.04m"
"4696","Move Your Brain: Rollway Puzzle    ","DSiW","Assoria  ","N/A","N/A","01st Feb 10  ","N/A","N/A","N/A"
"4697","Movie Challenge: Oscars Special    ","GIZ","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4698","Movie Mania: Guess the Shadow    ","And","Unknown  ","N/A","N/A","14th Jan 14  ","N/A","N/A","N/A"
"4699","Movie Quiz    ","And","Unknown  ","N/A","N/A","16th May 13  ","N/A","N/A","N/A"
"4700","Movie Rush!    ","And","GAMEVIL USA, Inc.  ","N/A","N/A","01st Mar 14  ","N/A","N/A","N/A"
"4701","Movipas    ","XBL","Microsoft  ","N/A","N/A","14th Oct 09  ","N/A","N/A","N/A"
"4702","Moyashimon DS    ","DS","Takara Tomy   ","N/A","0.03m","23rd Jul 09  ","N/A","0.03m","N/A"
"4703","Mr Bean    ","DS","Blast! Entertainment Ltd  ","N/A","0.00m","14th Mar 08  ","0.00m","N/A","0.00m"
"4704","Mr Bean    ","PS2","Blast! Entertainment Ltd  ","N/A","N/A","14th Dec 07  ","N/A","N/A","N/A"
"4705","Mr Bean    ","PC","Blast! Entertainment Ltd  ","N/A","0.00m","20th Feb 09  ","0.00m","N/A","0.00m"
"4706","Mr Bean's Wacky World of Wii    ","Wii","Blast! Entertainment Ltd  ","N/A","0.05m","06th Feb 09  ","0.05m","N/A","0.00m"
"4707","Mr BeatLoop    ","XBL","Microsoft  ","N/A","N/A","29th Oct 09  ","N/A","N/A","N/A"
"4708","Mr Nutz    ","GBA","Infogrames  ","N/A","N/A","01st Jan 01  ","N/A","N/A","N/A"
"4709","Mr. Bones    ","SAT","Sega  ","N/A","N/A","30th Sep 96  ","N/A","N/A","N/A"
"4710","Mr. Brain    ","DSiW","Square Enix  ","N/A","N/A","27th May 09  ","N/A","N/A","N/A"
"4711","Mr. Bree+    ","OSX","Unknown  ","N/A","N/A","26th Nov 13  ","N/A","N/A","N/A"
"4712","Mr. Bree+    ","PC","Unknown  ","N/A","N/A","01st May 14  ","N/A","N/A","N/A"
"4713","Mr. Bumblebee Racing Champion    ","WW","H2F Informationssysteme GmbH  ","N/A","N/A","11th Jun 10  ","N/A","N/A","N/A"
"4714","Mr. Chin's Gourmet Paradise    ","GB","Romstar  ","N/A","N/A","02nd Jan 90  ","N/A","N/A","N/A"
"4715","Mr. Do!    ","GB","Nintendo  ","N/A","N/A","01st Nov 92  ","N/A","N/A","N/A"
"4716","Mr. Do!    ","SNES","Black Pearl  ","N/A","N/A","01st Dec 96  ","N/A","N/A","N/A"
"4717","Mr. Do! (Arcade)    ","VC","Hamster Corporation  ","N/A","N/A","27th Apr 10  ","N/A","N/A","N/A"
"4718","Mr. Do!'s Castle    ","5200","Parker Bros.  ","N/A","N/A","01st Jan 84  ","N/A","N/A","N/A"
"4719","Mr. Driller    ","DC","Namco  ","N/A","N/A","25th Jun 00  ","N/A","N/A","N/A"
"4720","Mr. Driller    ","WS","Namco  ","N/A","N/A","15th Apr 01  ","N/A","N/A","N/A"
"4721","Mr. Driller    ","GB","Namco  ","N/A","N/A","02nd Aug 00  ","N/A","N/A","N/A"
"4722","Mr. Driller    ","PC","Midas Interactive Entertainment  ","N/A","N/A","01st Jan 01  ","N/A","N/A","N/A"
"4723","Mr. Driller 2    ","PC","Namco  ","N/A","N/A","29th Mar 02  ","N/A","N/A","N/A"
"4724","Mr. Driller Ace    ","GBA","Namco  ","N/A","N/A","23rd Aug 02  ","N/A","N/A","N/A"
"4725","Mr. Driller G    ","PS","Namco  ","N/A","N/A","22nd Nov 01  ","N/A","N/A","N/A"
"4726","Mr. Driller Online    ","XBL","Namco Bandai  ","N/A","N/A","02nd Apr 08  ","N/A","N/A","N/A"
"4727","Mr. Driller W    ","WW","Namco Bandai  ","N/A","N/A","24th Aug 09  ","N/A","N/A","N/A"
"4728","Mr. Driller: Drill Land    ","GC","Namco  ","N/A","N/A","20th Dec 02  ","N/A","N/A","N/A"
"4729","Mr. Driller: Drill Till You Drop    ","DSiW","Namco Bandai  ","N/A","N/A","05th Apr 10  ","N/A","N/A","N/A"
"4730","Mr. Gimmick    ","NES","Sunsoft  ","N/A","N/A","19th May 93  ","N/A","N/A","N/A"
"4731","Mr. Go no Baken Tekichuu Sube    ","GB","Taito  ","N/A","N/A","01st Apr 94  ","N/A","N/A","N/A"
"4732","Mr. Hat & the Magic Cube    ","PSN","Unknown  ","N/A","N/A","30th Mar 11  ","N/A","N/A","N/A"
"4733","Mr. Heli no Daibouken    ","PCE","Irem Software Engineering  ","N/A","N/A","01st Dec 89  ","N/A","N/A","N/A"
"4734","Mr. Heli no Daibouken    ","VC","Irem Software Engineering  ","N/A","N/A","18th Mar 08  ","N/A","N/A","N/A"
"4735","Mr. Ink Jet    ","PSV","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"4736","Mr. Nutz    ","GB","Ocean  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"4737","Mr. Nutz    ","SNES","Ocean  ","N/A","N/A","01st Aug 94  ","N/A","N/A","N/A"
"4738","Mr. Nutz    ","GEN","Ocean  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"4739","Mr. Nutz    ","GBC","Infogrames  ","N/A","N/A","01st Dec 99  ","N/A","N/A","N/A"
