"","game","platform","publisher","NA_Sales","Total_Sales","Release_Date","PAL_Sales","JP_Sales","Other_Sales"
"1484","Last Escort: Kurochou Special Night    ","PS2","D3 Publisher  ","N/A","N/A","27th Jul 06  ","N/A","N/A","N/A"
"1485","Last Flight    ","WW","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1486","Last Gladiators Digital Pinball    ","SAT","Time Warner Interactive  ","N/A","N/A","01st Jan 96  ","N/A","N/A","N/A"
"1487","Last Half of Darkness: Beyond the Spirit's Eye    ","PC","Tri Synergy  ","N/A","N/A","07th Nov 08  ","N/A","N/A","N/A"
"1488","Last Half of Darkness: Shadows of the Servants    ","PC","SoftLab Laboratories  ","N/A","N/A","01st Jan 05  ","N/A","N/A","N/A"
"1489","Last Half of Darkness: Tomb of Zojir    ","PC","Tri Synergy  ","N/A","0.00m","15th Jul 09  ","0.00m","N/A","0.00m"
"1490","Last Heroes - The Final Stand    ","And","Unknown  ","N/A","N/A","24th Feb 14  ","N/A","N/A","N/A"
"1491","Last Hope    ","DC","RedSpot Games  ","N/A","N/A","31st Jan 07  ","N/A","N/A","N/A"
"1492","Last Hope    ","NG","Unknown  ","N/A","N/A","10th Jul 06  ","N/A","N/A","N/A"
"1493","Last Hope (CD)    ","NG","Unknown  ","N/A","N/A","19th Nov 07  ","N/A","N/A","N/A"
"1494","Last Hope: Pink Bullets    ","DC","Unknown  ","N/A","N/A","04th Sep 09  ","N/A","N/A","N/A"
"1495","Last Imperial Prince    ","PCFX","NEC  ","N/A","N/A","14th Mar 97  ","N/A","N/A","N/A"
"1496","Last King of Africa    ","DS","Focus Home Interactive  ","N/A","N/A","14th Nov 08  ","N/A","N/A","N/A"
"1497","Last Legion UX    ","N64","Hudson Soft  ","N/A","N/A","28th May 99  ","N/A","N/A","N/A"
"1498","Last Ninja 3    ","VC","Play It  ","N/A","N/A","12th Dec 08  ","N/A","N/A","N/A"
"1499","Last Ranker    ","PSP","Capcom  ","N/A","0.13m","15th Jul 10  ","N/A","0.13m","N/A"
"1500","Last Ranker    ","PSN","Capcom  ","N/A","N/A","14th Apr 11  ","N/A","N/A","N/A"
"1501","Last Resort    ","NG","SNK  ","N/A","N/A","24th Apr 92  ","N/A","N/A","N/A"
"1502","Last Resort    ","VC","SNK Playmore  ","N/A","N/A","29th Mar 11  ","N/A","N/A","N/A"
"1503","Last Resort (CD)    ","NG","SNK  ","N/A","N/A","09th Sep 94  ","N/A","N/A","N/A"
"1504","Last Stand    ","WS","Bandai  ","N/A","N/A","27th May 99  ","N/A","N/A","N/A"
"1505","Last Story wa Anata e: Gift For You    ","PC","Panda House  ","N/A","N/A","25th Feb 05  ","N/A","N/A","N/A"
"1506","Last Window: The Secret of Cape West    ","DS","Nintendo  ","N/A","0.22m","17th Sep 10  ","0.12m","0.09m","0.01m"
"1507","Lawn Games    ","Wii","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1508","Lawnmower Racing Mania 2007    ","XB","VU Games  ","N/A","N/A","30th Sep 07  ","N/A","N/A","N/A"
"1509","Lawnmower Racing Mania 2007    ","PC","VU Games  ","N/A","N/A","20th Nov 06  ","N/A","N/A","N/A"
"1510","Layer Section II    ","SAT","MediaQuest   ","N/A","N/A","30th Oct 97  ","N/A","N/A","N/A"
"1511","Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy DX    ","NS","Level 5  ","N/A","0.03m","08th Nov 19  ","N/A","0.03m","N/A"
"1512","Lazlo's Leap    ","GB","DTMC  ","N/A","N/A","13th Dec 92  ","N/A","N/A","N/A"
"1513","Lazy Raiders    ","XBL","Sarbakan  ","N/A","N/A","24th Feb 10  ","N/A","N/A","N/A"
"1514","LBX: Little Battlers eXperience    ","3DS","Nintendo  ","N/A","0.21m","21st Aug 15  ","N/A","0.21m","N/A"
"1515","Le Concert ff    ","PS","Warashi  ","N/A","N/A","09th Dec 99  ","N/A","N/A","N/A"
"1516","Le Concert ff    ","PSN","Warashi  ","N/A","N/A","08th Dec 10  ","N/A","N/A","N/A"
"1517","Le Concert ff + pp    ","PS","Warashi  ","N/A","N/A","07th Sep 00  ","N/A","N/A","N/A"
"1518","Le Concert pp    ","PS","Warashi  ","N/A","N/A","09th Dec 99  ","N/A","N/A","N/A"
"1519","Le Concert pp    ","PSN","Warashi  ","N/A","N/A","08th Dec 10  ","N/A","N/A","N/A"
"1520","Le Mans 24 Hours    ","PC","Infogrames  ","N/A","N/A","24th May 02  ","N/A","N/A","N/A"
"1521","Le Tour De France 2009    ","XBL","Focus Home Interactive  ","N/A","N/A","15th Jul 09  ","N/A","N/A","N/A"
"1522","Le Tour de France 2017    ","PS4","Focus Home Interactive  ","N/A","0.07m","15th Jun 17  ","0.06m","N/A","0.01m"
"1523","Le Tour de France 2017    ","XOne","Focus Home Interactive  ","N/A","0.02m","15th Jun 17  ","0.01m","N/A","0.00m"
"1524","Le Tour de France 2017    ","PC","Focus Home Interactive  ","N/A","0.01m","15th Jun 17  ","0.01m","N/A","0.00m"
"1525","Lead and Gold: Gangs of the Wild West    ","PC","Paradox Interactive   ","N/A","N/A","08th Apr 10  ","N/A","N/A","N/A"
"1526","Lead and Gold: Gangs of the Wild West    ","PSN","Paradox Interactive   ","N/A","N/A","04th May 10  ","N/A","N/A","N/A"
"1527","Lead and Gold: Gangs of the Wild West    ","XBL","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1528","Lead the Meerkats    ","WW","Lapland Studio  ","N/A","N/A","07th Jun 10  ","N/A","N/A","N/A"
"1529","League Bowling    ","NG","SNK  ","N/A","N/A","01st Jul 91  ","N/A","N/A","N/A"
"1530","League Bowling    ","PSN","SNK Playmore  ","N/A","N/A","21st Dec 10  ","N/A","N/A","N/A"
"1531","League Bowling    ","VC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1532","League Bowling (PSP)    ","PSN","SNK Playmore  ","N/A","N/A","18th Jan 11  ","N/A","N/A","N/A"
"1533","League of Angels    ","PC","Koramgame.com  ","N/A","N/A","30th Mar 14  ","N/A","N/A","N/A"
"1534","League of Angels    ","PC","R2Games  ","N/A","N/A","30th Mar 14  ","N/A","N/A","N/A"
"1535","League of Legends    ","PC","THQ  ","N/A","N/A","27th Oct 09  ","N/A","N/A","N/A"
"1536","League of Legends    ","OSX","Riot Games  ","N/A","N/A","27th Oct 09  ","N/A","N/A","N/A"
"1537","Leaping Larry    ","PC","Unknown  ","N/A","N/A","01st May 14  ","N/A","N/A","N/A"
"1538","Learn Math Advanced    ","DS","DreamCatcher Interactive  ","N/A","N/A","16th Nov 10  ","N/A","N/A","N/A"
"1539","Learn To Play Chess With Fritz & Chesster    ","DS","Deep Silver  ","N/A","N/A","06th Feb 09  ","N/A","N/A","N/A"
"1540","Learn To Play Chess With Fritz & Chesster    ","PC","Viva Media  ","N/A","N/A","02nd Jul 03  ","N/A","N/A","N/A"
"1541","Learn to Play Chess with Fritz & Chesster 2: Chess in the Black Castle    ","PC","Viva Media  ","N/A","N/A","05th Nov 04  ","N/A","N/A","N/A"
"1542","Learn to Play Chess with Fritz & Chesster 3: Chess for Winners    ","PC","Viva Media  ","N/A","N/A","15th Nov 06  ","N/A","N/A","N/A"
"1543","Learn to Play Chess with Fritz and Chesster 2: Chess in the Black Castle    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1544","Learn with Pokémon: Typing Adventure    ","DS","Nintendo  ","N/A","0.29m","21st Apr 11  ","N/A","0.29m","N/A"
"1545","Learning with the PooYoos: Episode 1    ","WW","Lexis Numerique  ","N/A","N/A","23rd Nov 09  ","N/A","N/A","N/A"
"1546","Learning with the PooYoos: Episode 1    ","PSN","Lexis Numerique  ","N/A","N/A","02nd Jun 11  ","N/A","N/A","N/A"
"1547","Learning with the PooYoos: Episode 2    ","WW","Lexis Numerique  ","N/A","N/A","05th Apr 10  ","N/A","N/A","N/A"
"1548","Learning with the PooYoos: Episode 2    ","PSN","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1549","Learning with the PooYoos: Episode 3    ","WW","Lexis Numerique  ","N/A","N/A","04th Oct 10  ","N/A","N/A","N/A"
"1550","Learning with the PooYoos: Episode 3    ","PSN","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1551","Leather Goddesses of Phobos    ","PC","Infocom  ","N/A","N/A","01st Jan 86  ","N/A","N/A","N/A"
"1552","Leather Goddesses of Phobos! 2: Gas Pump Girls Meet the Pulsating Inconvenience from Planet X    ","PC","Activision  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"1553","Leave Home    ","XBL","Microsoft  ","N/A","N/A","12th Dec 09  ","N/A","N/A","N/A"
"1554","LED Display    ","XBL","Microsoft  ","N/A","N/A","22nd Jul 09  ","N/A","N/A","N/A"
"1555","Lee Trevino's Fighting Golf    ","NES","SNK  ","N/A","N/A","01st Sep 88  ","N/A","N/A","N/A"
"1556","Leedmees    ","XBL","Konami  ","N/A","N/A","07th Sep 11  ","N/A","N/A","N/A"
"1557","Left 4 Dead    ","PC","Valve Corporation  ","N/A","0.02m","17th Oct 08  ","0.02m","N/A","0.00m"
"1558","Left 4 Dead 2    ","PC","Valve  ","N/A","0.36m","17th Nov 09  ","0.32m","N/A","0.04m"
"1559","Left 4 Dead 2    ","OSX","Valve Corporation  ","N/A","N/A","05th Sep 10  ","N/A","N/A","N/A"
"1560","Left 4 Dead 2: Dead Air    ","PC","Electronic Arts  ","N/A","N/A","22nd Jul 11  ","N/A","N/A","N/A"
"1561","Left 4 Dead 2: The Passing    ","PC","Valve  ","N/A","N/A","22nd Apr 10  ","N/A","N/A","N/A"
"1562","Left 4 Dead 2: The Passing    ","XBL","Electronic Arts  ","N/A","N/A","22nd Apr 10  ","N/A","N/A","N/A"
"1563","Left 4 Dead 2: The Sacrifice    ","PC","Valve  ","N/A","N/A","05th Oct 10  ","N/A","N/A","N/A"
"1564","Left 4 Dead 2: The Sacrifice    ","XBL","Electronic Arts  ","N/A","N/A","05th Oct 10  ","N/A","N/A","N/A"
"1565","Left 4 Dead: Crash Course    ","XBL","Electronic Arts  ","N/A","N/A","29th Sep 09  ","N/A","N/A","N/A"
"1566","Left 4 Dead: Crash Course    ","PC","Electronic Arts  ","N/A","N/A","29th Sep 09  ","N/A","N/A","N/A"
"1567","Left 4 Dead: Survival Pack    ","XBL","Valve  ","N/A","N/A","21st Apr 09  ","N/A","N/A","N/A"
"1568","Left 4 Dead: Survival Pack    ","PC","Valve  ","N/A","N/A","21st Apr 09  ","N/A","N/A","N/A"
"1569","Left Behind: Eternal Forces    ","PC","Left Behind Games  ","N/A","N/A","07th Nov 06  ","N/A","N/A","N/A"
"1570","Left Behind: Tribulation Forces    ","PC","Left Behind Games  ","N/A","N/A","15th Nov 07  ","N/A","N/A","N/A"
"1571","Left Brain Right Brain    ","X360","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1572","Left Brain Right Brain    ","PS3","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1573","Legacy of Kain: Defiance    ","PC","Eidos Interactive  ","N/A","0.01m","17th Dec 03  ","0.01m","N/A","0.00m"
"1574","Legacy Of Kain: Soul Reaver    ","DC","Eidos Interactive  ","N/A","N/A","27th Jan 00  ","N/A","N/A","N/A"
"1575","Legacy of Kain: Soul Reaver    ","PC","Eidos Interactive  ","N/A","N/A","10th Sep 99  ","N/A","N/A","N/A"
"1576","Legacy of Kain: Soul Reaver    ","PSN","Sony Computer Entertainment  ","N/A","N/A","19th Nov 09  ","N/A","N/A","N/A"
"1577","Legacy of the Wizard    ","NES","Broderbund  ","N/A","N/A","01st Apr 89  ","N/A","N/A","N/A"
"1578","Legal Crime    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"1579","Legasista    ","PS3","NIS America  ","N/A","0.04m","21st Aug 12  ","N/A","0.04m","N/A"
"1580","Legend    ","SNES","Seika   ","N/A","N/A","01st Apr 94  ","N/A","N/A","N/A"
"1581","Legend    ","GB","Quest  ","N/A","N/A","01st Jun 91  ","N/A","N/A","N/A"
"1582","Legend    ","PS","FunSoft  ","N/A","N/A","01st Dec 98  ","N/A","N/A","N/A"
"1583","Legend of Dynamic Goushouden: Houkai no Rondo    ","GBA","Banpresto  ","N/A","N/A","24th Oct 03  ","N/A","N/A","N/A"
"1584","Legend of Edda    ","PC","Unknown  ","N/A","N/A","01st Jan 70  ","N/A","N/A","N/A"
"1585","Legend of Fae    ","PC","Endless Fluff Games  ","N/A","N/A","26th Jun 11  ","N/A","N/A","N/A"
"1586","Legend of Grimrock    ","PC","Almost Human  ","N/A","N/A","11th Apr 12  ","N/A","N/A","N/A"
"1587","Legend of Grimrock    ","OSX","Almost Human  ","N/A","N/A","19th Dec 12  ","N/A","N/A","N/A"
"1588","Legend of Grimrock    ","Linux","Almost Human  ","N/A","N/A","19th Dec 12  ","N/A","N/A","N/A"
"1589","Legend of Hero Tonma    ","PCE","NEC  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"1590","Legend of Hero Tonma    ","VC","Irem Software Engineering  ","N/A","N/A","24th Sep 07  ","N/A","N/A","N/A"
"1591","Legend of Illusion starring Mickey Mouse    ","GG","Sega  ","N/A","N/A","01st Jan 95  ","N/A","N/A","N/A"
"1592","Legend of Illusion starring Mickey Mouse    ","MS","Tec Toy  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"1593","Legend of Kay Anniversary    ","PS3","Nordic Games  ","N/A","N/A","28th Jul 15  ","N/A","N/A","N/A"
"1594","Legend of Kay Anniversary    ","X360","Nordic Games  ","N/A","N/A","28th Jul 15  ","N/A","N/A","N/A"
"1595","Legend of Kay Anniversary    ","PC","Nordic Games  ","N/A","N/A","28th Jul 15  ","N/A","N/A","N/A"
"1596","Legend of Kay Anniversary    ","WiiU","Nordic Games  ","N/A","0.01m","28th Jul 15  ","0.01m","N/A","0.00m"
"1597","Legend of Kay Anniversary    ","PS4","Nordic Games  ","N/A","0.07m","28th Jul 15  ","0.06m","N/A","0.01m"
"1598","Legend of Kay Anniversary    ","NS","THQ Nordic  ","N/A","0.01m","29th May 18  ","0.01m","N/A","0.00m"
"1599","Legend of Kunoichi    ","PSN","Sony Computer Entertainment  ","N/A","N/A","04th Mar 10  ","N/A","N/A","N/A"
"1600","Legend of Mana    ","PSN","Sony Computer Entertainment  ","N/A","N/A","22nd Mar 11  ","N/A","N/A","N/A"
"1601","Legend of Mulan    ","PS","Phoenix Games  ","N/A","N/A","01st Jan 03  ","N/A","N/A","N/A"
"1602","Legend of Raven    ","XOne","Nicalis  ","N/A","N/A","01st Jan 14  ","N/A","N/A","N/A"
"1603","Legend of Raven    ","PS4","Nicalis  ","N/A","N/A","01st Jan 14  ","N/A","N/A","N/A"
"1604","Legend of Raven    ","PSV","Nicalis  ","N/A","N/A","01st Jan 14  ","N/A","N/A","N/A"
"1605","Legend of Roland: Action RPG    ","And","Happy Mage  ","N/A","N/A","17th May 14  ","N/A","N/A","N/A"
"1606","Legend of Success Joe    ","NG","Wave   ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"1607","Legend of the Dragon    ","PS2","Game Factory  ","N/A","N/A","01st May 07  ","N/A","N/A","N/A"
"1608","Legend of the Holy Sword: Rise of Mana    ","And","Square Enix  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"1609","Legend of the River King    ","GB","Natsume  ","N/A","N/A","01st Aug 98  ","N/A","N/A","N/A"
"1610","Legend of the Rune Lords: The Quest for Runic Magia    ","XBL","Microsoft  ","N/A","N/A","10th Jun 10  ","N/A","N/A","N/A"
"1611","Legend: Hand of God    ","PC","ValuSoft  ","N/A","0.02m","01st Aug 08  ","0.02m","N/A","0.00m"
"1612","Legendary    ","PC","Gamecock  ","N/A","0.02m","18th Nov 08  ","0.02m","N/A","0.00m"
"1613","Legendary Axe II    ","PCE","NEC  ","N/A","N/A","01st Jan 90  ","N/A","N/A","N/A"
"1614","Legendary Wars: T-Rex Rumble    ","DSiW","Interplay  ","N/A","N/A","21st Jun 10  ","N/A","N/A","N/A"
"1615","Legendary Wings    ","NES","Capcom  ","N/A","N/A","01st Jul 88  ","N/A","N/A","N/A"
"1616","Legends of Chima: Laval's Journey    ","DS","Warner Bros. Interactive Entertainment  ","N/A","0.03m","31st Aug 13  ","0.03m","N/A","0.00m"
"1617","Legends of Dawn    ","PC","Dreamatrix  ","N/A","N/A","27th Jun 13  ","N/A","N/A","N/A"
"1618","Legends of Eisenwald    ","PC","Aterdux Entertainment  ","N/A","N/A","02nd Jul 15  ","N/A","N/A","N/A"
"1619","Legends of Exidia    ","DSiW","Gameloft  ","N/A","N/A","01st Feb 10  ","N/A","N/A","N/A"
"1620","Legends of Might and Magic    ","PC","3DO  ","N/A","N/A","20th Jun 01  ","N/A","N/A","N/A"
"1621","Legends of Oz: Dorothy's Return    ","3DS","GameMill  ","N/A","0.01m","29th Apr 14  ","0.01m","N/A","0.00m"
"1622","Legends of Persia    ","PC","Plug In Digital  ","N/A","N/A","03rd Jun 14  ","N/A","N/A","N/A"
"1623","Legends of Valour    ","PC","SSI  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"1624","Legends of War: Patton's Campaign    ","PSN","Unknown  ","N/A","N/A","04th Jan 11  ","N/A","N/A","N/A"
"1625","Legendz: Sign of Necrom    ","GBA","Bandai  ","N/A","N/A","17th Feb 05  ","N/A","N/A","N/A"
"1626","Legendz: Yomigaeru Shiren no Shima    ","GBA","Bandai  ","N/A","N/A","29th Jul 04  ","N/A","N/A","N/A"
"1627","Legio    ","PC","Unknown  ","N/A","N/A","21st May 10  ","N/A","N/A","N/A"
"1628","Legions of Ashworld    ","Linux","Wastelands Interactive  ","N/A","N/A","04th Jul 14  ","N/A","N/A","N/A"
"1629","Legions of Ashworld    ","OSX","Wastelands Interactive  ","N/A","N/A","04th Jul 14  ","N/A","N/A","N/A"
"1630","Legions of Ashworld    ","PC","Wastelands Interactive  ","N/A","N/A","04th Jul 14  ","N/A","N/A","N/A"
"1631","Legionwood 2: Rise of the Eternal's Realm    ","PC","Unknown  ","N/A","N/A","28th Feb 14  ","N/A","N/A","N/A"
"1632","LEGO Alpha Team    ","GB","LEGO Media  ","N/A","N/A","01st Nov 00  ","N/A","N/A","N/A"
"1633","LEGO Alpha Team    ","PC","LEGO Media  ","N/A","N/A","01st Jan 00  ","N/A","N/A","N/A"
"1634","LEGO Batman 2: DC Super Heroes    ","PC","Warner Bros. Interactive Entertainment  ","N/A","0.01m","19th Jun 12  ","0.01m","N/A","0.00m"
"1635","Lego Batman 3: Beyond Gotham    ","PC","Warner Bros. Interactive Entertainment  ","N/A","0.06m","11th Nov 14  ","0.06m","N/A","0.00m"
"1636","LEGO Batman: The Video Game    ","PSN","Warner Bros. Interactive  ","N/A","N/A","01st Oct 09  ","N/A","N/A","N/A"
"1637","LEGO Batman: The Video Game    ","XBL","Warner Bros. Interactive  ","N/A","N/A","15th Jun 10  ","N/A","N/A","N/A"
"1638","LEGO Batman: The Videogame    ","PSN","Warner Bros. Interactive  ","N/A","N/A","18th Mar 10  ","N/A","N/A","N/A"
"1639","LEGO Bionicle Double Pack    ","PC","Focus Home Interactive  ","N/A","N/A","06th Oct 06  ","N/A","N/A","N/A"
"1640","LEGO City My City    ","And","The LEGO Group  ","N/A","N/A","02nd Jan 14  ","N/A","N/A","N/A"
"1641","Lego City Undercover: The Chase Begins    ","3DS","Nintendo  ","N/A","0.03m","26th Apr 13  ","0.03m","N/A","0.00m"
"1642","LEGO Creator    ","PC","LEGO Media  ","N/A","N/A","26th Oct 98  ","N/A","N/A","N/A"
"1643","LEGO Creator: Harry Potter    ","PC","LEGO Media  ","N/A","N/A","01st Nov 01  ","N/A","N/A","N/A"
"1644","LEGO Creator: Knights' Kingdom    ","PC","LEGO Media  ","N/A","N/A","01st Jan 00  ","N/A","N/A","N/A"
"1645","LEGO Drome Racers & LEGO Creator: Knights Kingdom Double Pack    ","PC","Mastiff  ","N/A","N/A","29th Jan 13  ","N/A","N/A","N/A"
"1646","LEGO Drome Racers & LEGO Creator: Knights Kingdom Double Pack    ","X360","Mastiff  ","N/A","N/A","29th Jan 13  ","N/A","N/A","N/A"
"1647","LEGO Drome Racers & LEGO Creator: Knights Kingdom Double Pack    ","PS3","Mastiff  ","N/A","N/A","29th Jan 13  ","N/A","N/A","N/A"
"1648","LEGO Friends    ","3DS","Warner Bros. Interactive Entertainment  ","N/A","0.06m","12th Nov 13  ","0.06m","N/A","0.00m"
"1649","LEGO Friends    ","DS","Warner Bros. Interactive Entertainment  ","N/A","0.00m","08th Apr 14  ","0.00m","N/A","0.00m"
"1650","LEGO Harry Potter: Years 1-4    ","PSN","Warner Bros. Interactive  ","N/A","N/A","20th Jul 10  ","N/A","N/A","N/A"
"1651","LEGO Harry Potter: Years 1-4    ","OSX","Warner Bros. Interactive Entertainment  ","N/A","N/A","22nd Feb 11  ","N/A","N/A","N/A"
"1652","LEGO Harry Potter: Years 5-7    ","OSX","Warner Bros. Interactive Entertainment  ","N/A","N/A","22nd Mar 12  ","N/A","N/A","N/A"
"1653","LEGO Indiana Jones 2: The Adventure Continues    ","OSX","2K Australia / 2K Boston  ","N/A","N/A","02nd Apr 11  ","N/A","N/A","N/A"
"1654","LEGO Indiana Jones: The Original Adventures    ","PSN","LucasArts  ","N/A","N/A","30th Sep 09  ","N/A","N/A","N/A"
"1655","LEGO Indiana Jones: The Original Adventures    ","OSX","2K Australia / 2K Boston  ","N/A","N/A","03rd Jun 08  ","N/A","N/A","N/A"
"1656","LEGO Island 2: The Brickster's Revenge    ","GB","LEGO Media  ","N/A","N/A","01st Mar 01  ","N/A","N/A","N/A"
"1657","LEGO Island 2: The Brickster's Revenge    ","PC","LEGO Media  ","N/A","N/A","30th Mar 01  ","N/A","N/A","N/A"
"1658","LEGO Jurassic World    ","PC","Warner Bros. Interactive Entertainment  ","N/A","0.04m","12th Jun 15  ","0.04m","N/A","0.00m"
"1659","LEGO Loco    ","PC","LEGO Media  ","N/A","N/A","01st Jan 98  ","N/A","N/A","N/A"
"1660","LEGO Marvel Super Heroes 2    ","PC","Warner Bros. Interactive Entertainment  ","N/A","N/A","14th Nov 17  ","N/A","N/A","N/A"
"1661","LEGO Marvel's Avengers    ","PC","Warner Bros. Interactive Entertainment  ","N/A","0.01m","26th Jan 16  ","0.01m","N/A","0.00m"
"1662","LEGO Ninjago Nindroids    ","PSV","Warner Bros. Interactive Entertainment  ","N/A","0.00m","29th Jul 14  ","0.00m","N/A","0.00m"
"1663","LEGO Ninjago Nindroids    ","3DS","Warner Bros. Interactive Entertainment  ","N/A","0.01m","29th Jul 14  ","0.01m","N/A","0.00m"
"1664","LEGO Pirates of the Caribbean: The Video Game    ","PSN","Disney Interactive Studios  ","N/A","N/A","15th Jun 11  ","N/A","N/A","N/A"
"1665","LEGO Racers    ","PC","LEGO Media  ","N/A","N/A","31st Jul 99  ","N/A","N/A","N/A"
"1666","LEGO Racers    ","GB","LEGO Media  ","N/A","N/A","29th Dec 00  ","N/A","N/A","N/A"
"1667","LEGO Racers 2    ","PC","LEGO Media  ","N/A","0.00m","04th Oct 01  ","0.00m","N/A","0.00m"
"1668","LEGO Rock Raiders    ","PC","LEGO Media  ","N/A","N/A","30th Nov 99  ","N/A","N/A","N/A"
"1669","LEGO Star Wars II: The Original Trilogy    ","PC","LucasArts  ","N/A","0.02m","12th Sep 06  ","0.01m","N/A","0.00m"
"1670","LEGO Star Wars II: The Original Trilogy    ","OSX","2K Australia / 2K Boston  ","N/A","N/A","04th May 07  ","N/A","N/A","N/A"
"1671","LEGO Star Wars III: The Clone Wars (PSP)    ","PSN","LucasArts  ","N/A","N/A","22nd Mar 11  ","N/A","N/A","N/A"
"1672","LEGO Star Wars: The Complete Saga    ","XBL","LucasArts  ","N/A","N/A","11th Aug 09  ","N/A","N/A","N/A"
"1673","LEGO Star Wars: The Complete Saga    ","OSX","LucasArts  ","N/A","N/A","16th Nov 10  ","N/A","N/A","N/A"
"1674","LEGO Star Wars: The Complete Saga    ","PC","LucasArts  ","N/A","N/A","13th Oct 09  ","N/A","N/A","N/A"
"1675","Lego Star Wars: The Force Awakens    ","PC","Warner Bros. Interactive Entertainment  ","N/A","N/A","28th Jun 16  ","N/A","N/A","N/A"
"1676","LEGO Star Wars: The Video Game    ","PC","Eidos Interactive  ","N/A","0.02m","02nd Apr 05  ","0.01m","N/A","0.00m"
"1677","LEGO The Hobbit    ","OSX","Warner Bros. Interactive Entertainment  ","N/A","N/A","10th Apr 14  ","N/A","N/A","N/A"
"1678","LEGO The Hobbit    ","PC","Warner Bros. Interactive Entertainment  ","N/A","0.05m","08th Apr 14  ","0.05m","N/A","0.00m"
"1679","LEGO The Lord of the Rings    ","DS","Warner Bros. Interactive Entertainment  ","N/A","0.14m","30th Oct 12  ","0.13m","N/A","0.01m"
"1680","LEGO The Lord of the Rings    ","OSX","Warner Bros. Interactive Entertainment  ","N/A","N/A","22nd Feb 13  ","N/A","N/A","N/A"
"1681","LEGO Universe    ","PC","Unknown  ","N/A","N/A","01st Jan 70  ","N/A","N/A","N/A"
"1682","LEGO Worlds    ","PC","Warner Bros. Interactive Entertainment  ","N/A","N/A","01st Jun 15  ","N/A","N/A","N/A"
"1683","Legoland    ","PC","LEGO Media  ","N/A","0.01m","18th Apr 99  ","0.01m","N/A","0.00m"
"1684","Leisure Suit Larry 1: In the Land of the Lounge Lizards    ","PC","Sierra Entertainment  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
