"","game","platform","publisher","NA_Sales","Total_Sales","Release_Date","PAL_Sales","JP_Sales","Other_Sales"
"215","Custom Robo Arena    ","DS","Nintendo  ","0.01m","0.16m","19th Mar 07  ","0.02m","0.12m","0.00m"
"216","Disney Sports Football    ","GBA","Konami  ","0.01m","0.02m","05th Nov 02  ","0.01m","N/A","0.00m"
"217","Speed Kings    ","GC","Acclaim Entertainment  ","0.01m","0.02m","28th May 03  ","0.00m","N/A","0.00m"
"218","Darksiders: Warmastered Edition    ","WiiU","THQ Nordic  ","0.01m","0.03m","23rd May 17  ","0.01m","N/A","0.00m"
"219","Project Highrise: Architect's Edition    ","NS","Kalypso Media  ","0.01m","0.02m","13th Nov 18  ","N/A","N/A","0.00m"
"220","Star Wars: Knights of the Old Republic    ","PC","LucasArts  ","0.01m","0.14m","18th Nov 03  ","0.11m","N/A","0.02m"
"221","Nanotek Warrior    ","PS","Virgin Interactive  ","0.01m","0.03m","28th Feb 97  ","0.01m","N/A","0.00m"
"222","The Incredibles: Rise of the Underminer    ","PC","THQ  ","0.01m","0.02m","24th Oct 05  ","N/A","N/A","0.00m"
"223","Prehistorik Man    ","GBA","Titus  ","0.01m","0.02m","16th Oct 01  ","0.01m","N/A","0.00m"
"224","Diablo II    ","PC","Blizzard Entertainment  ","0.01m","0.14m","29th Jun 00  ","0.11m","N/A","0.02m"
"225","F1 2002    ","GBA","Destination Software, Inc  ","0.01m","0.02m","07th Jan 03  ","0.01m","N/A","0.00m"
"226","Powerbike    ","DS","Majesco  ","0.01m","0.02m","02nd Jun 09  ","N/A","N/A","0.00m"
"227","Renegade Racers    ","PS","Interplay  ","0.01m","0.03m","09th Mar 00  ","0.01m","N/A","0.00m"
"228","SteamWorld Dig 2    ","PS4","Rising Star Games  ","0.01m","0.02m","19th Jun 18  ","N/A","N/A","0.00m"
"229","Cookie & Cream    ","DS","Agetec  ","0.01m","0.02m","02nd Jul 07  ","0.00m","N/A","0.00m"
"230","Digimon Rumble Arena 2    ","XB","Bandai  ","0.01m","0.02m","03rd Sep 04  ","0.00m","N/A","0.00m"
"231","Aegis of Earth: Protonovus Assault    ","PSV","Aksys Games  ","0.01m","0.04m","15th Mar 16  ","0.02m","N/A","0.01m"
"232","The Sims 3: High-End Loft Stuff    ","PC","Electronic Arts  ","0.01m","0.66m","02nd Feb 10  ","0.54m","N/A","0.11m"
"233","Monster Trux Offroad    ","Wii","Bold Games  ","0.01m","0.02m","31st Dec 07  ","0.00m","N/A","0.00m"
"234","Charlie's Angels    ","GC","Ubisoft  ","0.01m","0.02m","09th Jul 03  ","0.00m","N/A","0.00m"
"235","Online Chess Kingdoms    ","PSP","Konami  ","0.01m","0.02m","28th Nov 06  ","N/A","N/A","0.00m"
"236","Joint Operations: Combined Arms    ","PC","NovaLogic  ","0.01m","0.02m","18th Aug 09  ","N/A","N/A","0.00m"
"237","Fallen Legion: Rise to Glory    ","NS","NIS America  ","0.01m","0.02m","29th May 18  ","N/A","N/A","0.00m"
"238","Mary Skelter: Nightmares    ","PSV","Idea Factory  ","0.01m","0.06m","19th Sep 17  ","0.00m","0.04m","0.01m"
"239","Culdcept    ","PS2","NEC Interchannel   ","0.01m","0.03m","04th Dec 03  ","0.01m","N/A","0.00m"
"240","Gummy Bears Magical Medallion    ","Wii","Storm City Games  ","0.01m","0.02m","21st Jun 11  ","N/A","N/A","0.00m"
"241","UNO 52    ","DS","DSI Games  ","0.01m","0.02m","03rd Oct 06  ","N/A","N/A","0.00m"
"242","The Lost Child    ","PS4","NIS America  ","0.01m","0.03m","19th Jun 18  ","N/A","0.01m","0.00m"
"243","Legends of Chima: Laval's Journey    ","PSV","Warner Bros. Interactive Entertainment  ","0.01m","0.16m","25th Jun 13  ","0.11m","N/A","0.04m"
"244","This Is The Police    ","PS4","THQ Nordic  ","0.01m","0.02m","22nd Mar 17  ","N/A","N/A","0.00m"
"245","Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.    ","XB","Global Star Software  ","0.01m","0.02m","11th Oct 05  ","0.00m","N/A","0.00m"
"246","I Love Horses: Rider's Paradise    ","Wii","Destineer  ","0.01m","0.02m","30th Nov 10  ","N/A","N/A","0.00m"
"247","Majesty 2: The Fantasy Kingdom Sim    ","PC","Paradox Interactive   ","0.01m","0.02m","15th Sep 09  ","N/A","N/A","0.00m"
"248","Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation    ","GBA","Atari  ","0.01m","0.02m","29th Mar 06  ","0.01m","N/A","0.00m"
"249","DICE: DNA Integrated Cybernetic Enterprises    ","PS2","Bandai  ","0.01m","0.03m","22nd Sep 05  ","0.01m","N/A","0.00m"
"250","ESPN MLS ExtraTime 2002    ","XB","Konami  ","0.01m","0.02m","27th Mar 02  ","0.00m","N/A","0.00m"
"251","Rainbow Islands Revolution    ","DS","Codemasters  ","0.01m","0.02m","03rd Oct 06  ","0.00m","N/A","0.00m"
"252","Drone Tactics    ","DS","Atlus  ","0.01m","0.02m","12th May 08  ","N/A","N/A","0.00m"
"253","Men of War: Assault Squad    ","PC","1C Company  ","0.01m","0.06m","25th Feb 11  ","0.04m","N/A","0.01m"
"254","The Inner World: The Last Wind Monk    ","XOne","Kalypso Media  ","0.01m","0.02m","24th Oct 17  ","N/A","N/A","0.00m"
"255","Pitball    ","PS","Accolade  ","0.01m","0.03m","31st Oct 96  ","0.01m","N/A","0.00m"
"256","Power Rangers Super Megaforce     ","3DS","Namco Bandai Games  ","0.01m","0.03m","28th Oct 14  ","0.01m","N/A","0.00m"
"257","Labyrinth of Refrain: Coven of Dusk    ","PS4","NIS America  ","0.01m","0.03m","18th Sep 18  ","N/A","0.01m","0.00m"
"258","FlatOut 4: Total Insanity    ","PS4","Unfinished Pixel  ","0.01m","0.02m","05th May 17  ","N/A","N/A","0.00m"
"259","Halo 2    ","PC","Microsoft Game Studios  ","0.01m","0.09m","31st May 07  ","0.06m","N/A","0.01m"
"260","R-Type Delta    ","PS","Irem Software Engineering  ","0.01m","0.03m","31st Jul 99  ","0.01m","N/A","0.00m"
"261","Operation Flashpoint: Red River    ","PC","Codemasters  ","0.01m","0.07m","07th Jun 11  ","0.04m","N/A","0.01m"
"262","Dragon Age Origins: Awakening    ","PC","Electronic Arts  ","0.01m","0.13m","16th Mar 10  ","0.10m","N/A","0.02m"
"263","GRIP: Combat Racing    ","NS","U&I Entertainment  ","0.01m","0.02m","06th Nov 18  ","N/A","N/A","0.00m"
"264","RollerCoaster Tycoon 3    ","PC","Atari  ","0.01m","0.26m","26th Oct 04  ","0.22m","N/A","0.02m"
"265","Adventure Time: The Secret of the Nameless     ","3DS","Little Orbit  ","0.01m","0.02m","18th Nov 14  ","N/A","N/A","0.00m"
"266","Rugby 06    ","XB","EA Sports  ","0.01m","0.02m","14th Feb 06  ","0.00m","N/A","0.00m"
"267","War Gods    ","PS","Midway Games  ","0.01m","0.03m","01st Jan 97  ","0.01m","N/A","0.00m"
"268","Urban Chaos: Riot Response    ","XB","Eidos Interactive  ","0.01m","0.02m","13th Jun 06  ","0.00m","N/A","0.00m"
"269","MotoGP 08    ","PS2","Capcom  ","0.01m","0.22m","28th Oct 08  ","0.00m","N/A","0.21m"
"270","Car Battler Joe    ","GBA","Mindscape  ","0.01m","0.02m","21st Oct 02  ","0.01m","N/A","0.00m"
"271","Virtua Striker 2002    ","GC","Sega  ","0.01m","0.05m","20th May 02  ","0.00m","0.03m","0.00m"
"272","RollerCoaster Tycoon: Gold Edition    ","PC","Infogrames  ","0.01m","0.02m","30th May 02  ","N/A","N/A","0.00m"
"273","Crayola Scoot    ","XOne","Outright Games  ","0.01m","0.02m","16th Oct 18  ","N/A","N/A","0.00m"
"274","Smart Kid's Mega Game Mix    ","DS","UFO Interactive  ","0.01m","0.01m","29th Sep 09  ","N/A","N/A","0.00m"
"275","Broken Sword: The Sleeping Dragon    ","XB","The Adventure Company  ","0.01m","0.02m","08th Dec 03  ","0.00m","N/A","0.00m"
"276","Disney Infinity    ","PSV","Disney Interactive Studios  ","0.01m","0.02m","18th Aug 13  ","N/A","N/A","0.00m"
"277","Lock's Quest    ","XOne","THQ Nordic  ","0.01m","0.02m","30th May 17  ","N/A","N/A","0.00m"
"278","Star Wars: Empire at War - Gold Pack    ","PC","LucasArts  ","0.01m","0.09m","15th Aug 07  ","0.07m","N/A","0.01m"
"279","Chameleon: To Dye For!    ","DS","UFO Interactive  ","0.01m","0.01m","06th Aug 07  ","N/A","N/A","0.00m"
"280","Wiffle Ball Advance    ","DS","Destination Software, Inc  ","0.01m","0.01m","12th Mar 07  ","N/A","N/A","0.00m"
"281","Megadimension Neptunia VIIR    ","PS4","Idea Factory International  ","0.01m","0.04m","08th May 18  ","N/A","0.03m","0.00m"
"282","Race Driver: Create & Race    ","DS","Codemasters  ","0.01m","0.02m","02nd Oct 07  ","0.00m","N/A","0.00m"
"283","The Sims 3: Fast Lane Stuff    ","PC","Electronic Arts  ","0.01m","0.08m","07th Sep 10  ","0.05m","N/A","0.01m"
"284","The Sims 2: Seasons    ","PC","Electronic Arts  ","0.01m","0.07m","27th Feb 07  ","0.04m","N/A","0.01m"
"285","Don Bradman Cricket 14    ","PS4","Tru Blu Entertainment  ","0.01m","0.13m","01st Apr 15  ","0.09m","N/A","0.02m"
"286","DJ Star    ","DS","Deep Silver  ","0.01m","0.02m","01st Dec 09  ","0.00m","N/A","0.00m"
"287","Dakar 18    ","XOne","Deep Silver  ","0.01m","0.02m","25th Sep 18  ","N/A","N/A","0.00m"
"288","Project Highrise: Architect's Edition    ","PS4","Kalypso Media  ","0.01m","0.02m","13th Nov 18  ","N/A","N/A","0.00m"
"289","Age of Empires III: Complete Collection    ","PC","Microsoft Game Studios  ","0.01m","0.17m","15th Sep 09  ","0.13m","N/A","0.03m"
"290","007: Quantum of Solace    ","PC","Activision  ","0.01m","0.03m","04th Nov 08  ","0.01m","N/A","0.00m"
"291","Rapala Fishing Pro Series    ","NS","GameMill Entertainment  ","0.01m","0.02m","16th Oct 18  ","N/A","N/A","0.00m"
"292","Virtual Kasparov    ","GBA","Titus  ","0.01m","0.02m","31st Mar 02  ","0.01m","N/A","0.00m"
"293","Micro Machines V4    ","PSP","Codemasters  ","0.01m","0.02m","27th Jun 06  ","0.00m","N/A","0.00m"
"294","NHL 2K3    ","GC","Sega  ","0.01m","0.02m","11th Dec 02  ","0.00m","N/A","0.00m"
"295","SimCity 4    ","PC","Electronic Arts  ","0.01m","0.28m","12th Jan 03  ","0.24m","N/A","0.02m"
"296","Smash Court Tennis 3    ","PSP","Namco Bandai  ","0.01m","0.05m","16th Jul 07  ","0.01m","0.01m","0.01m"
"297","Pro Evolution Soccer 2018    ","PS3","Konami Digital Entertainment  ","0.01m","0.09m","12th Sep 17  ","0.04m","0.03m","0.01m"
"298","Rogue Trooper Redux    ","PS4","Rebellion  ","0.01m","0.02m","17th Oct 17  ","N/A","N/A","0.00m"
"299","Disney Sports Football    ","GC","Konami  ","0.01m","0.02m","08th Dec 02  ","0.00m","N/A","0.00m"
"300","Ys VIII: Lacrimosa of Dana    ","PSV","NIS America  ","0.01m","0.14m","12th Sep 17  ","0.01m","0.11m","0.01m"
"301","ESPN NFL Primetime 2002    ","XB","Konami  ","0.01m","0.02m","22nd Jan 02  ","0.00m","N/A","0.00m"
"302","Mirror's Edge Catalyst    ","PC","Electronic Arts  ","0.01m","0.08m","07th Jun 16  ","0.06m","N/A","0.01m"
"303","Freestyle Metal X    ","GC","Midway Games  ","0.01m","0.02m","12th Sep 03  ","0.00m","N/A","0.00m"
"304","Red Ninja: End of Honor    ","XB","VU Games  ","0.01m","0.02m","29th Mar 05  ","0.00m","N/A","0.00m"
"305","The Sims 2: Pets    ","PC","Electronic Arts  ","0.01m","0.04m","17th Oct 06  ","0.02m","N/A","0.00m"
"306","Hasbro Family Game Night    ","DS","Electronic Arts  ","0.01m","0.22m","26th Oct 09  ","0.19m","N/A","0.02m"
"307","Spirits & Spells    ","GC","DreamCatcher Interactive  ","0.01m","0.02m","24th Sep 03  ","0.00m","N/A","0.00m"
"308","Yoku's Island Express    ","XOne","Villa Gorilla  ","0.01m","0.02m","19th Jun 18  ","N/A","N/A","0.00m"
"309","The Cheetah Girls    ","GBA","Buena Vista  ","0.01m","0.02m","12th Sep 06  ","0.00m","N/A","0.00m"
"310","D1 Professional Drift Grand Prix Series    ","PS2","Yuke's  ","0.01m","0.03m","15th Aug 06  ","0.01m","N/A","0.00m"
"311","Bomberman Fantasy Race    ","PS","Atlus  ","0.01m","0.02m","31st Mar 99  ","0.01m","N/A","0.00m"
"312","Driver: Parallel Lines    ","Wii","Ubisoft  ","0.01m","0.03m","26th Jun 07  ","0.01m","N/A","0.00m"
"313","Monsters vs. Aliens    ","PC","Activision  ","0.01m","0.03m","24th Mar 09  ","0.01m","N/A","0.00m"
"314","Teenage Mutant Ninja Turtles Double Pack    ","GBA","Konami  ","0.01m","0.02m","06th Jun 06  ","0.00m","N/A","0.00m"
"315","Bugriders: The Race of Kings    ","PS","GT Interactive  ","0.01m","0.02m","01st Nov 97  ","0.01m","N/A","0.00m"
"316","Sheep    ","PS","Empire Interactive  ","0.01m","0.02m","06th Nov 00  ","0.01m","N/A","0.00m"
"317","Shrek / Shark Tale Game Boy Advance Video    ","GBA","Hasbro Interactive  ","0.01m","0.02m","08th Sep 06  ","0.00m","N/A","0.00m"
"318","Pro Angler Moves    ","PS3","Unknown  ","0.01m","0.01m","03rd Apr 12  ","N/A","N/A","0.00m"
"319","XBlaze Lost: Memories    ","PSV","Aksys Games  ","0.01m","0.02m","11th Aug 15  ","N/A","N/A","0.00m"
"320","The Mummy    ","GBA","Ubisoft  ","0.01m","0.02m","20th Nov 02  ","0.00m","N/A","0.00m"
"321","Peter Pan in Disney's Return to Never Land    ","PS","Sony Computer Entertainment  ","0.01m","0.02m","14th Feb 02  ","0.01m","N/A","0.00m"
"322","TMNT: Mutant Melee    ","XB","Konami  ","0.01m","0.02m","15th Mar 05  ","0.00m","N/A","0.00m"
"323","RoboCop    ","XB","Titus  ","0.01m","0.02m","24th Jul 03  ","0.00m","N/A","0.00m"
"324","Honda ATV Fever    ","DS","Storm City Games  ","0.01m","0.01m","07th Oct 10  ","N/A","N/A","0.00m"
"325","Ratatouille    ","PC","THQ  ","0.01m","0.03m","26th Jun 07  ","0.01m","N/A","0.00m"
"326","Kensei: Sacred Fist    ","PS","Konami  ","0.01m","0.02m","30th Nov 98  ","0.01m","N/A","0.00m"
"327","The Hustle: Detroit Streets    ","XB","Activision  ","0.01m","0.02m","26th Apr 06  ","0.00m","N/A","0.00m"
"328","Warship Gunner 2    ","PS2","KOEI  ","0.01m","0.03m","21st Mar 06  ","0.01m","N/A","0.00m"
"329","Fab 5 Soccer    ","DS","Destineer  ","0.01m","0.01m","11th Apr 08  ","N/A","N/A","0.00m"
"330","Super PickUps    ","Wii","XS Games  ","0.01m","0.01m","17th Mar 09  ","N/A","N/A","0.00m"
"331","Best Of Tests    ","DS","Conspiracy Entertainment  ","0.01m","0.01m","04th Mar 08  ","0.00m","N/A","0.00m"
"332","Utawarerumono: Mask of Truth    ","PSV","Atlus  ","0.01m","0.10m","05th Sep 17  ","N/A","0.08m","0.00m"
"333","Touhou Genso Wanderer Reloaded    ","PS4","NIS America  ","0.01m","0.02m","17th Jul 18  ","N/A","N/A","0.00m"
"334","Goblin Commander: Unleash the Horde    ","GC","Jaleco  ","0.01m","0.02m","16th Dec 03  ","0.00m","N/A","0.00m"
"335","Musynx    ","NS","PM Studios  ","0.01m","0.01m","19th Jun 18  ","N/A","N/A","0.00m"
"336","Shanghai: True Valor    ","PS","Sunsoft  ","0.01m","0.02m","31st May 99  ","0.01m","N/A","0.00m"
"337","Banner Saga Trilogy    ","NS","Gearbox Software  ","0.01m","0.01m","21st Sep 18  ","N/A","N/A","0.00m"
"338","NCIS    ","PC","Ubisoft  ","0.01m","0.04m","01st Nov 11  ","0.02m","N/A","0.01m"
"339","One Piece Pirate Warriors    ","PS3","Namco Bandai Games  ","0.01m","1.17m","25th Sep 12  ","0.24m","0.86m","0.06m"
"340","Barbie as the Princess and the Pauper     ","GBA","Knowledge Adventure  ","0.01m","0.02m","12th Sep 04  ","0.00m","N/A","0.00m"
"341","Pulse Racer    ","XB","Jaleco  ","0.01m","0.02m","02nd Jan 03  ","0.00m","N/A","0.00m"
"342","Rogue Trooper    ","XB","Eidos Interactive  ","0.01m","0.02m","23rd May 06  ","0.00m","N/A","0.00m"
"343","The Sims 2: Bon Voyage    ","PC","Electronic Arts  ","0.01m","0.03m","04th Sep 07  ","0.01m","N/A","0.00m"
"344","Board Game: Top Shop    ","PS","A1 Games  ","0.01m","0.02m","21st Jul 99  ","0.01m","N/A","0.00m"
"345","Under the Skin    ","PS2","Capcom  ","0.01m","0.03m","12th Oct 04  ","0.01m","N/A","0.00m"
"346","Games Around the World    ","DS","Zoo Games  ","0.01m","0.01m","05th Nov 10  ","N/A","N/A","0.00m"
"347","Shadow Tower    ","PS","Agetec  ","0.01m","0.10m","31st Oct 99  ","0.01m","0.07m","0.01m"
"348","Brothers in Arms: Furious 4    ","X360","Ubisoft  ","0.01m","0.01m","30th Sep 12  ","N/A","N/A","N/A"
"349","Grand Theft Auto IV    ","PC","Rockstar Games  ","0.01m","0.87m","02nd Dec 08  ","0.80m","N/A","0.06m"
"350","Konami Classics Vol. 2    ","X360","Konami  ","0.01m","0.01m","15th Dec 09  ","N/A","N/A","0.00m"
"351","Space Invaders Revolution    ","DS","Mastiff  ","0.01m","0.01m","20th Sep 05  ","0.00m","N/A","0.00m"
"352","Moto Racer 4    ","NS","Maximum Games  ","0.01m","0.01m","20th Nov 18  ","N/A","N/A","0.00m"
"353","Bottom of the 9th '97    ","PS","Konami  ","0.01m","0.02m","01st Jun 97  ","0.01m","N/A","0.00m"
"354","Assassin's Creed II    ","PC","Ubisoft  ","0.01m","0.54m","09th Mar 10  ","0.45m","N/A","0.07m"
"355","Cake Mania: Baker's Challenge    ","PS2","Destineer  ","0.01m","0.03m","17th Oct 08  ","0.01m","N/A","0.00m"
"356","Kong: The Animated Series    ","GBA","BAM! Entertainment  ","0.01m","0.02m","20th Aug 02  ","0.00m","N/A","0.00m"
"357","Super Monkey Ball Adventure    ","PS2","Sega  ","0.01m","0.03m","01st Aug 06  ","0.01m","N/A","0.00m"
"358","The Croods: Prehistoric Party!    ","Wii","D3Publisher  ","0.01m","0.07m","19th Mar 13  ","0.06m","N/A","0.00m"
"359","Puzzle Quest: Challenge of the Warlords    ","PSP","D3 Publisher  ","0.01m","0.02m","20th Mar 07  ","0.00m","N/A","0.00m"
"360","The Sims Deluxe    ","PC","Electronic Arts  ","0.01m","0.04m","15th Sep 02  ","0.02m","N/A","0.00m"
"361","Without Warning    ","XB","Capcom  ","0.01m","0.02m","01st Nov 05  ","0.00m","N/A","0.00m"
"362","Petz: Dolphinz Encounter    ","DS","Ubisoft  ","0.01m","0.03m","27th Oct 09  ","0.01m","N/A","0.00m"
"363","Tiny Toon Adventures: Wacky Stackers    ","GBA","Conspiracy Entertainment  ","0.01m","0.02m","30th Dec 01  ","0.00m","N/A","0.00m"
"364","RayCrisis: Series Termination    ","PS","Working Designs  ","0.01m","0.02m","25th Oct 00  ","0.01m","N/A","0.00m"
"365","Devil May Cry 4    ","PC","Capcom  ","0.01m","0.04m","08th Jul 08  ","0.02m","N/A","0.00m"
"366","Sonic Mania    ","PC","Sega  ","0.01m","0.01m","15th Aug 17  ","N/A","N/A","0.00m"
"367","Monkey Madness: Island Escape    ","DS","Storm City Games  ","0.01m","0.01m","23rd Mar 10  ","N/A","N/A","0.00m"
"368","Resident Evil 5    ","PC","Capcom  ","0.01m","0.07m","15th Sep 09  ","0.05m","N/A","0.01m"
"369","FlatOut 4: Total Insanity    ","XOne","Strategy First  ","0.01m","0.01m","05th May 17  ","N/A","N/A","0.00m"
"370","Pro Rally    ","GC","Ubisoft  ","0.01m","0.02m","11th Nov 02  ","0.00m","N/A","0.00m"
"371","River King: Wonderful Journey    ","PS2","Natsume  ","0.01m","0.03m","28th Mar 06  ","0.01m","N/A","0.00m"
"372","Robopon 2: Cross Version    ","GBA","Atlus  ","0.01m","0.02m","11th Jun 02  ","0.00m","N/A","0.00m"
"373","Final Fight: Streetwise    ","XB","Capcom  ","0.01m","0.02m","28th Feb 06  ","0.00m","N/A","0.00m"
"374","Pharaonic    ","PS4","Soedesco  ","0.01m","0.02m","29th Sep 17  ","N/A","N/A","0.00m"
"375","Ultimate Puzzle Games    ","GBA","Telegames  ","0.01m","0.02m","14th Nov 05  ","0.00m","N/A","0.00m"
"376","Top Gear RPM Tuning    ","XB","Kemco  ","0.01m","0.02m","16th Feb 05  ","0.00m","N/A","0.00m"
"377","Tempest 4000    ","XOne","Atari  ","0.01m","0.01m","27th Jul 18  ","N/A","N/A","0.00m"
"378","Metal Saga    ","PS2","Atlus  ","0.01m","0.03m","25th Apr 06  ","0.01m","N/A","0.00m"
"379","Samurai Jack: The Shadow of Aku    ","GC","Sega  ","0.01m","0.02m","24th Mar 04  ","0.00m","N/A","0.00m"
"380","Enemy Territory: Quake Wars    ","PC","Activision  ","0.01m","0.02m","02nd Oct 07  ","0.00m","N/A","0.00m"
"381","Battle Engine Aquila    ","XB","Atari  ","0.01m","0.02m","20th Jan 03  ","0.00m","N/A","0.00m"
"382","Space Channel 5: Ulala's Cosmic Attack    ","GBA","THQ  ","0.01m","0.02m","17th Jun 03  ","0.00m","N/A","0.00m"
"383","Disney Sports Basketball    ","GBA","Konami  ","0.01m","0.02m","23rd Nov 02  ","0.00m","N/A","0.00m"
"384","Ozzy & Drix    ","GBA","Midway Games  ","0.01m","0.02m","16th Dec 03  ","0.00m","N/A","0.00m"
"385","The Croods: Prehistoric Party!    ","3DS","D3Publisher  ","0.01m","0.04m","19th Mar 13  ","0.02m","N/A","0.00m"
"386","Flipping Death    ","NS","Rising Star   ","0.01m","0.01m","16th Oct 18  ","N/A","N/A","0.00m"
"387","Smiley World: Island Challenge    ","DS","Zoo Digital Publishing  ","0.01m","0.01m","28th Apr 09  ","N/A","N/A","0.00m"
"388","Kao the Kangaroo Round 2    ","GC","Atari  ","0.01m","0.02m","29th Mar 06  ","0.00m","N/A","0.00m"
"389","Anima - Gate of Memories    ","PS4","PQube  ","0.01m","0.04m","21st Mar 17  ","0.02m","N/A","0.01m"
"390","Satisfashion    ","Wii","Destineer  ","0.01m","0.01m","08th Jun 10  ","N/A","N/A","0.00m"
"391","Max: The Curse of Brotherhood    ","NS","Wired Productions  ","0.01m","0.01m","24th Apr 18  ","N/A","N/A","0.00m"
"392","Open Season    ","PS2","Ubisoft  ","0.01m","0.03m","19th Sep 06  ","0.01m","N/A","0.00m"
"393","Winter Stars    ","PS3","Deep Silver  ","0.01m","0.08m","10th Nov 11  ","0.05m","N/A","0.01m"
"394","Army Men: Major Malfunction    ","XB","Global Star Software  ","0.01m","0.02m","14th Apr 06  ","0.00m","N/A","0.00m"
"395","Shorts    ","DS","Majesco  ","0.01m","0.01m","18th Aug 09  ","N/A","N/A","0.00m"
"396","Brawlout    ","NS","Merge Games  ","0.01m","0.01m","26th Jun 18  ","N/A","N/A","0.00m"
"397","Assassin's Creed Chronicles    ","PSV","Ubisoft  ","0.01m","0.12m","05th Apr 16  ","0.07m","0.02m","0.02m"
"398","Judge Dredd: Dredd Vs Death    ","PS2","Evolved Games  ","0.01m","0.03m","24th Feb 05  ","0.01m","N/A","0.00m"
"399","Life is Strange    ","PC","Square Enix  ","0.01m","0.05m","19th Jan 16  ","0.04m","N/A","0.00m"
"400","SD Gundam Force    ","GBA","Bandai  ","0.01m","0.02m","10th Oct 04  ","0.00m","N/A","0.00m"
"401","Judge Dredd: Dredd Vs Death    ","XB","Evolved Games  ","0.01m","0.02m","27th Feb 05  ","0.00m","N/A","0.00m"
"402","Bode Miller Alpine Skiing    ","PS2","Valcon Games  ","0.01m","0.03m","06th Feb 06  ","0.01m","N/A","0.00m"
"403","Jojo's Bizarre Adventure    ","PS","Capcom  ","0.01m","0.02m","31st Mar 00  ","0.01m","N/A","0.00m"
"404","Cabbage Patch Kids: The Patch Puppy Rescue    ","GBA","Codemasters  ","0.01m","0.02m","11th Apr 07  ","0.00m","N/A","0.00m"
"405","Mystery Tales of Time Travel    ","DS","O-Games  ","0.01m","0.19m","10th Dec 10  ","0.15m","N/A","0.02m"
"406","Xevious 3D/G+    ","PS","Namco  ","0.01m","0.14m","30th Jun 97  ","0.01m","0.11m","0.01m"
"407","Dinotopia: The Sunstone Odyssey    ","GC","TDK Mediactive  ","0.01m","0.02m","23rd Jul 03  ","0.00m","N/A","0.00m"
