"","game","platform","publisher","NA_Sales","Total_Sales","Release_Date","PAL_Sales","JP_Sales","Other_Sales"
"5739","Front Mission Alternative    ","PS","Square  ","N/A","0.14m","18th Dec 97  ","N/A","0.13m","0.01m"
"5740","Front Mission Alternative    ","PSN","Square Enix  ","N/A","N/A","29th Oct 08  ","N/A","N/A","N/A"
"5741","Front Mission History    ","PS","Square Enix  ","N/A","N/A","11th Dec 03  ","N/A","N/A","N/A"
"5742","Front Mission Online    ","PS2","Square Enix  ","N/A","N/A","12th May 05  ","N/A","N/A","N/A"
"5743","Front Mission Online    ","PC","Square Enix  ","N/A","N/A","08th Dec 05  ","N/A","N/A","N/A"
"5744","Front Mission: Gun Hazard    ","SNES","Square  ","N/A","0.24m","23rd Feb 96  ","N/A","0.24m","N/A"
"5745","Front Mission: Gun Hazard    ","VC","Square Enix  ","N/A","N/A","20th May 08  ","N/A","N/A","N/A"
"5746","Front Page Sports: Football Pro '97    ","PC","Sierra Entertainment  ","N/A","N/A","30th Nov 96  ","N/A","N/A","N/A"
"5747","Front Row    ","GB","KID  ","N/A","N/A","01st Oct 99  ","N/A","N/A","N/A"
"5748","Frontier Gate    ","PSP","Konami  ","N/A","0.11m","22nd Dec 11  ","N/A","0.11m","N/A"
"5749","Frontier Gate Boost+    ","PSP","Konami Digital Entertainment  ","N/A","0.01m","14th Mar 13  ","N/A","0.01m","N/A"
"5750","Frontier: First Encounters    ","MSD","GameTek  ","N/A","N/A","16th Apr 95  ","N/A","N/A","N/A"
"5751","FrontierVille (Facebook)    ","PC","Zynga  ","N/A","N/A","09th Jun 10  ","N/A","N/A","N/A"
"5752","Frontline Commando 2    ","And","Glu Mobile Inc.  ","N/A","N/A","05th Mar 14  ","N/A","N/A","N/A"
"5753","Frontline: Fields of Thunder    ","PC","Paradox Interactive   ","N/A","0.00m","09th Apr 07  ","0.00m","N/A","0.00m"
"5754","Frontlines: Fuel of War    ","PC","THQ  ","N/A","0.02m","25th Feb 08  ","0.02m","N/A","0.00m"
"5755","Frontlines: Fuel of War    ","XBL","THQ  ","N/A","N/A","06th Jul 10  ","N/A","N/A","N/A"
"5756","Frozen Endzone    ","PC","Mode 7  ","N/A","N/A","10th Mar 14  ","N/A","N/A","N/A"
"5757","Frozen Free Fall    ","And","Disney Interactive Studios  ","N/A","N/A","21st Nov 13  ","N/A","N/A","N/A"
"5758","Frozen Hearth    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5759","Frozen Synapse    ","PC","Matrix Games   ","N/A","N/A","26th May 11  ","N/A","N/A","N/A"
"5760","Frozen Synapse    ","PSV","Mode 7  ","N/A","N/A","01st Jan 14  ","N/A","N/A","N/A"
"5761","Frozen Synapse    ","PS3","Mode 7  ","N/A","N/A","01st Jan 14  ","N/A","N/A","N/A"
"5762","Frozen Synapse    ","OSX","Mode 7  ","N/A","N/A","26th May 11  ","N/A","N/A","N/A"
"5763","Frozen Synapse: Tactics    ","PS3","Double Eleven  ","N/A","N/A","01st Jan 14  ","N/A","N/A","N/A"
"5764","Frozen Synapse: Tactics    ","PSV","Double Eleven  ","N/A","N/A","01st Jan 14  ","N/A","N/A","N/A"
"5765","FRU    ","XOne","Through Games  ","N/A","N/A","13th Jul 16  ","N/A","N/A","N/A"
"5766","Fruit Attack    ","XBL","Microsoft  ","N/A","N/A","03rd Nov 08  ","N/A","N/A","N/A"
"5767","Fruit Moves    ","And","Unknown  ","N/A","N/A","28th Mar 14  ","N/A","N/A","N/A"
"5768","Fruit Ninja    ","iOS","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5769","Fruit Ninja    ","PSV","Halfbrick Studios  ","N/A","N/A","13th Aug 13  ","N/A","N/A","N/A"
"5770","Fruit Ninja    ","WinP","Halfbrick Studios  ","N/A","N/A","22nd Dec 10  ","N/A","N/A","N/A"
"5771","Fruit Ninja    ","And","Halfbrick Studios  ","N/A","N/A","17th Sep 10  ","N/A","N/A","N/A"
"5772","Fruit Ninja Kinect    ","XBL","Microsoft  ","N/A","N/A","10th Aug 11  ","N/A","N/A","N/A"
"5773","Fruit Ninja Kinect 2    ","XOne","Halfbrick Studios  ","N/A","N/A","18th Mar 16  ","N/A","N/A","N/A"
"5774","Fruit Swap    ","PC","Liminal Games  ","N/A","N/A","07th Feb 14  ","N/A","N/A","N/A"
"5775","Fruits and Veggies Educational Memory Game    ","3DS","G-Style  ","N/A","N/A","25th Apr 13  ","N/A","N/A","N/A"
"5776","Fruits Mura no Doubutsu Tachi    ","GBA","TDK Core  ","N/A","N/A","28th Oct 04  ","N/A","N/A","N/A"
"5777","Fruits Slide Puzzle    ","PC","South East Games  ","N/A","N/A","05th Feb 14  ","N/A","N/A","N/A"
"5778","Fruits Slide Puzzle    ","OSX","South East Games  ","N/A","N/A","05th Feb 14  ","N/A","N/A","N/A"
"5779","Fruits Slide Puzzle    ","Linux","South East Games  ","N/A","N/A","05th Feb 14  ","N/A","N/A","N/A"
"5780","Fruits vs. Birds    ","3DS","Teyon Entertainment  ","N/A","N/A","27th Mar 14  ","N/A","N/A","N/A"
"5781","Frustration    ","OSX","Gunho Online Entertainment  ","N/A","N/A","22nd Jul 14  ","N/A","N/A","N/A"
"5782","Frustration    ","PC","Gunho Online Entertainment  ","N/A","N/A","22nd Jul 14  ","N/A","N/A","N/A"
"5783","FS Falcon 2004    ","PC","IPC Software  ","N/A","N/A","13th Feb 04  ","N/A","N/A","N/A"
"5784","FTL: Faster Than Light    ","OSX","Unknown  ","N/A","N/A","14th Sep 12  ","N/A","N/A","N/A"
"5785","FTL: Faster Than Light    ","PC","Unknown  ","N/A","N/A","14th Sep 12  ","N/A","N/A","N/A"
"5786","FTL: Faster Than Light    ","Linux","Unknown  ","N/A","N/A","14th Sep 12  ","N/A","N/A","N/A"
"5787","Fuck Quest    ","PC","Unknown  ","N/A","N/A","16th Sep 98  ","N/A","N/A","N/A"
"5788","Fuel    ","PC","Codemasters  ","N/A","0.02m","23rd Jun 09  ","0.02m","N/A","0.00m"
"5789","FUEL    ","XBL","Codemasters  ","N/A","N/A","12th Jul 11  ","N/A","N/A","N/A"
"5790","Fuel Depot 360    ","XBL","Microsoft  ","N/A","N/A","10th Nov 08  ","N/A","N/A","N/A"
"5791","Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party    ","WiiU","Namco Bandai Games  ","N/A","0.00m","31st Dec 20  ","N/A","0.00m","N/A"
"5792","Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party    ","3DS","Namco Bandai Games  ","N/A","0.01m","31st Dec 20  ","N/A","0.01m","N/A"
"5793","Fujimori Midori no Let's Tarot    ","DS","ASNetworks  ","N/A","N/A","13th Dec 07  ","N/A","N/A","N/A"
"5794","Fukakutei Sekai no Tantei Shinshi    ","PC","Unknown  ","N/A","N/A","21st Apr 00  ","N/A","N/A","N/A"
"5795","Fukakutei Sekai no Tantei Shinshi Hard Core!    ","PC","Unknown  ","N/A","N/A","03rd Aug 01  ","N/A","N/A","N/A"
"5796","Fukakutei Sekai no Tantei Shinshi Origin!    ","PC","Abel  ","N/A","N/A","27th Mar 09  ","N/A","N/A","N/A"
"5797","Fukakutei Sekai no Tantei Shinshi Rebirth!    ","PC","Abel  ","N/A","N/A","28th May 04  ","N/A","N/A","N/A"
"5798","Fukakutei Sekai no Tantei Shinshi: Akugyou Futaasa no Jiken File    ","PS2","Abel  ","N/A","0.01m","29th Jan 09  ","N/A","0.01m","N/A"
"5799","Fukakutei Sekai no Tantei Shinshi: Super Value Pack    ","PC","Abel  ","N/A","N/A","28th May 04  ","N/A","N/A","N/A"
"5800","Fukoumori: Moririi no Unhappy Project    ","DS","Namco Bandai  ","N/A","N/A","29th Nov 07  ","N/A","N/A","N/A"
"5801","Fukushuu no Megami: Nemesis    ","PC","Pallet  ","N/A","N/A","25th Apr 03  ","N/A","N/A","N/A"
"5802","Full Auto 2: Battlelines    ","PSN","Sega  ","N/A","N/A","30th Sep 09  ","N/A","N/A","N/A"
"5803","Full Bore    ","PC","Unknown  ","N/A","N/A","29th Sep 13  ","N/A","N/A","N/A"
"5804","Full Contact Racing    ","XBL","Microsoft  ","N/A","N/A","29th Dec 09  ","N/A","N/A","N/A"
"5805","Full House Kiss    ","PS2","Capcom  ","N/A","N/A","22nd Jul 04  ","N/A","N/A","N/A"
"5806","Full House Kiss 2    ","PS2","Capcom  ","N/A","0.02m","23rd Feb 06  ","N/A","0.02m","N/A"
"5807","Full House Poker featuring Avatar Superstars    ","XBL","Microsoft  ","N/A","N/A","16th Mar 11  ","N/A","N/A","N/A"
"5808","Full Metal Panic! Fight: Who Dares Wins    ","PS4","Bandai Namco Entertainment  ","N/A","0.02m","31st May 18  ","N/A","0.02m","N/A"
"5809","Full Mojo Rampage    ","PC","Over The Top Games  ","N/A","N/A","08th May 14  ","N/A","N/A","N/A"
"5810","Full Spectrum Warrior    ","PC","THQ  ","N/A","0.00m","21st Sep 04  ","0.00m","N/A","N/A"
"5811","Full Spectrum Warrior    ","PSN","THQ  ","N/A","N/A","08th Nov 11  ","N/A","N/A","N/A"
"5812","Full Spectrum Warrior: Ten Hammers    ","PC","THQ  ","N/A","N/A","04th Apr 06  ","N/A","N/A","N/A"
"5813","Full Throttle    ","PC","LucasArts  ","N/A","N/A","30th Apr 95  ","N/A","N/A","N/A"
"5814","Full Throttle    ","OSX","LucasArts  ","N/A","N/A","01st Jan 96  ","N/A","N/A","N/A"
"5815","Full Throttle    ","MSD","LucasArts  ","N/A","N/A","02nd May 95  ","N/A","N/A","N/A"
"5816","Full Time Soccer    ","GB","Datel  ","N/A","N/A","01st Jan 00  ","N/A","N/A","N/A"
"5817","Fullmetal Alchemist 3: Kami o Tsugu Shoujo    ","PS2","Square Enix  ","N/A","N/A","21st Jul 05  ","N/A","N/A","N/A"
"5818","Fullmetal Alchemist: Brotherhood    ","PSP","Unknown  ","N/A","0.03m","N/A  ","N/A","0.03m","N/A"
"5819","Fullmetal Alchemist: Daughter of the Dusk    ","Wii","Square Enix  ","N/A","N/A","10th Dec 09  ","N/A","N/A","N/A"
"5820","Fullmetal Alchemist: Dream Carnival    ","PS2","Bandai  ","N/A","N/A","26th Aug 04  ","N/A","N/A","N/A"
"5821","Fullmetal Alchemist: Prince of the Dawn    ","Wii","Square Enix  ","N/A","0.01m","13th Aug 09  ","N/A","0.01m","N/A"
"5822","Fullmetal Alchemist: Senaka wo Takuseshi Mono    ","PSP","Namco Bandai  ","N/A","N/A","15th Oct 09  ","N/A","N/A","N/A"
"5823","Fun 'n Games    ","3DO","Panasonic Interactive Media  ","N/A","N/A","01st Jan 94  ","N/A","N/A","N/A"
"5824","Fun House    ","NES","Hi Tech Expressions  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"5825","Fun Ways to Pun    ","And","Unknown  ","N/A","N/A","28th Oct 14  ","N/A","N/A","N/A"
"5826","Fun Ways to Sing    ","And","Unknown  ","N/A","N/A","21st Oct 14  ","N/A","N/A","N/A"
"5827","Fun With Numbers    ","2600","Atari  ","N/A","N/A","01st Jan 77  ","N/A","N/A","N/A"
"5828","Fun! Fun! Minigolf    ","WW","Shin'en  ","N/A","N/A","22nd Dec 08  ","N/A","N/A","N/A"
"5829","Fun! Fun! Minigolf TOUCH!    ","3DS","Shin'en Multimedia  ","N/A","N/A","08th Mar 12  ","N/A","N/A","N/A"
"5830","Funaki Masakatsu: Hybrid Wrestler    ","SNES","Technos Japan Corporation  ","N/A","N/A","21st Oct 94  ","N/A","N/A","N/A"
"5831","Funfair Party Games    ","3DS","Joindots  ","N/A","0.00m","22nd Aug 13  ","0.00m","N/A","0.00m"
"5832","Funk of Titans    ","XOne","A Crowd of Monsters  ","N/A","N/A","09th Jan 15  ","N/A","N/A","N/A"
"5833","Funky Barn It's Farming!    ","WiiU","505 Games  ","N/A","N/A","18th Nov 12  ","N/A","N/A","N/A"
"5834","Funky Lab Rat    ","PSN","Unknown  ","N/A","N/A","30th Nov 10  ","N/A","N/A","N/A"
"5835","Funky Punch XL    ","XBL","Microsoft  ","N/A","N/A","19th Nov 08  ","N/A","N/A","N/A"
"5836","Funky Punch XL    ","PSN","Solus Games  ","N/A","N/A","01st Oct 09  ","N/A","N/A","N/A"
"5837","Funky Smugglers    ","OSX","11 bit studios  ","N/A","N/A","11th Oct 12  ","N/A","N/A","N/A"
"5838","Funky Smugglers    ","And","11 bit studios  ","N/A","N/A","11th Oct 12  ","N/A","N/A","N/A"
"5839","Funny Cards    ","GBA","505 Games  ","N/A","N/A","01st Feb 06  ","N/A","N/A","N/A"
"5840","Funtown Mahjong    ","XBL","Microsoft  ","N/A","N/A","28th Jan 09  ","N/A","N/A","N/A"
"5841","Fur Fighters    ","DC","Acclaim Entertainment  ","N/A","N/A","11th Jul 00  ","N/A","N/A","N/A"
"5842","Fur Fighters    ","PC","Acclaim Entertainment  ","N/A","N/A","24th Nov 00  ","N/A","N/A","N/A"
"5843","Furious Phil    ","GIZ","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5844","Furopon World    ","3DO","Warp  ","N/A","N/A","14th Sep 95  ","N/A","N/A","N/A"
"5845","Furry Legends    ","WW","Gamelion Studios  ","N/A","N/A","19th Jul 10  ","N/A","N/A","N/A"
"5846","Furry Legends    ","DSiW","Gamelion Studios  ","N/A","N/A","13th Oct 11  ","N/A","N/A","N/A"
"5847","Furry Legends: Beginnings    ","DSiW","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5848","Furry Tales    ","PS2","Phoenix Games  ","N/A","N/A","22nd Oct 04  ","N/A","N/A","N/A"
"5849","Fury    ","PC","Gamecock  ","N/A","N/A","16th Oct 07  ","N/A","N/A","N/A"
"5850","Fury 3    ","PC","Microsoft  ","N/A","N/A","31st Aug 95  ","N/A","N/A","N/A"
"5851","Fushigi no Chronicle: Furikaerimasen Katsu Madewa    ","PSV","Spike Chunsoft  ","N/A","0.01m","30th Jul 15  ","N/A","0.01m","N/A"
"5852","Fushigi no Chronicle: Furikaerimasen Katsu Madewa    ","PS4","Spike Chunsoft  ","N/A","0.00m","30th Jul 15  ","N/A","0.00m","N/A"
"5853","Fushigi no Dungeon - Furai no Shiren 4 Plus: Kami no Hitomi to Akuma no Heso    ","PSP","Spike  ","N/A","0.04m","18th Oct 12  ","N/A","0.04m","N/A"
"5854","Fushigi no Dungeon 2: Fuurai no Shiren    ","SNES","ChunSoft  ","N/A","0.40m","01st Dec 95  ","N/A","0.40m","0.00m"
"5855","Fushigi no Dungeon 2: Fuurai no Shiren    ","VC","ChunSoft  ","N/A","N/A","24th Jul 07  ","N/A","N/A","N/A"
"5856","Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!    ","N64","ChunSoft  ","N/A","0.37m","27th Sep 00  ","N/A","0.32m","0.05m"
"5857","Fushigi no Dungeon: Fuurai no Shiren 3 Portable    ","PSP","Spike  ","N/A","0.05m","28th Jan 10  ","N/A","0.05m","N/A"
"5858","Fushigi no Dungeon: Fuurai no Shiren 4 - Kami no Hitomi to Akuma no Heso    ","DS","Spike  ","N/A","0.13m","25th Feb 10  ","N/A","0.13m","N/A"
"5859","Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice    ","DS","ChunSoft  ","N/A","0.04m","09th Dec 10  ","N/A","0.04m","N/A"
"5860","Fushigi no Dungeon: Fuurai no Shiren DS 2 - Sabaku no Majou    ","DS","Sega  ","N/A","N/A","13th Nov 08  ","N/A","N/A","N/A"
"5861","Fushigi no Dungeon: Fuurai no Shiren Gaiden: Jokenji Asuka Kenzan!    ","DC","Sega  ","N/A","N/A","07th Feb 02  ","N/A","N/A","N/A"
"5862","Fushigi no Dungeon: Fuurai no Shiren Gaiden: Onna Kenshi Asuka Kenzan! For Windows    ","PC","ChunSoft  ","N/A","N/A","20th Dec 02  ","N/A","N/A","N/A"
"5863","Fushigi no Dungeon: Fuurai no Shiren GB2: Sabaku no Majou    ","GB","ChunSoft  ","N/A","N/A","19th Jul 01  ","N/A","N/A","N/A"
"5864","Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu    ","GB","ChunSoft  ","N/A","0.27m","22nd Nov 96  ","N/A","0.27m","N/A"
"5865","Fushigi no Kuni no Alice    ","GBA","Global A Entertainment  ","N/A","N/A","09th Jan 03  ","N/A","N/A","N/A"
"5866","Fushigi no Kuni no Alice    ","PS2","Global A Entertainment  ","N/A","N/A","12th Jun 03  ","N/A","N/A","N/A"
"5867","Fushigi no Kuni no Angelique    ","GBA","KOEI  ","N/A","N/A","08th Mar 02  ","N/A","N/A","N/A"
"5868","Fushigi no Kuni no Angelique    ","PCFX","NEC  ","N/A","N/A","11th Oct 96  ","N/A","N/A","N/A"
"5869","Fushigi no Umi Nadia: The Secret of Blue Water    ","PCE","Hudson Soft  ","N/A","N/A","29th Jan 93  ","N/A","N/A","N/A"
"5870","Fushigi no Umi Nadia: The Secret of Blue Water    ","NES","TOHO  ","N/A","N/A","15th Mar 91  ","N/A","N/A","N/A"
"5871","Fushigi no Umi no Nadia    ","GEN","Namco  ","N/A","N/A","19th Mar 91  ","N/A","N/A","N/A"
"5872","Fushigi no Umi no Nadia: Inherit the Blue Water    ","PS2","GeneX  ","N/A","N/A","22nd Sep 05  ","N/A","N/A","N/A"
"5873","Fushigi no Yume no Alice    ","PCE","FACE  ","N/A","N/A","07th Dec 90  ","N/A","N/A","N/A"
"5874","Fushigi Yuugi DS    ","DS","Idea Factory  ","N/A","0.00m","25th Jun 09  ","N/A","0.00m","N/A"
"5875","Fushigi Yuugi: Suzaku Ibun    ","PS2","Idea Factory  ","N/A","0.01m","29th May 08  ","N/A","0.01m","N/A"
"5876","Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore    ","DS","Benesse  ","N/A","0.05m","29th May 08  ","N/A","0.05m","N/A"
"5877","Fushihi no Oshiro Pit Pot    ","MS","Sega  ","N/A","N/A","14th Dec 85  ","N/A","N/A","N/A"
"5878","Fusion: Genesis    ","XBL","Microsoft  ","N/A","N/A","09th Nov 11  ","N/A","N/A","N/A"
"5879","Futari no Fantavision    ","PS2","Sony Computer Entertainment  ","N/A","N/A","04th Jul 02  ","N/A","N/A","N/A"
"5880","Futari wa PreCure Max Heart: Danzen! DS de PreCure Chikara o Awasete Dai Battle    ","DS","Bandai  ","N/A","N/A","01st Dec 05  ","N/A","N/A","N/A"
"5881","Futari wa PreCure Max Heart: Maji? Maji!? Fight de IN Janai    ","GBA","Bandai  ","N/A","N/A","28th Jul 05  ","N/A","N/A","N/A"
"5882","Futari wa PreCure: Arienai! Yume no Kuni ha Daimeikyuu    ","GBA","Bandai  ","N/A","N/A","09th Dec 04  ","N/A","N/A","N/A"
"5883","Futari wa PreCure: Splash*Star Panpaka Game de Zekkouchou!    ","DS","Namco Bandai  ","N/A","N/A","30th Nov 06  ","N/A","N/A","N/A"
"5884","Futsal: 5 on 5 Mini Soccer (CD)    ","NG","Saurus  ","N/A","N/A","19th Jul 96  ","N/A","N/A","N/A"
"5885","Future Card Buddyfight Mezase! Buddy Champion!    ","3DS","FuRyu Corporation  ","N/A","0.03m","16th Mar 17  ","N/A","0.03m","N/A"
"5886","Future Card Buddyfight: Tanjou! Oretachi no Saikyou Body!    ","3DS","FuRyu Corporation  ","N/A","0.02m","15th Mar 18  ","N/A","0.02m","N/A"
"5887","Future Card Buddyfight: Yuujou no Bakunetsu Fight!    ","3DS","FuRyu Corporation  ","N/A","0.08m","16th Apr 15  ","N/A","0.08m","N/A"
"5888","Future Combat - Patriots at War    ","PS3","Namco Bandai Games  ","N/A","N/A","11th Nov 14  ","N/A","N/A","N/A"
"5889","Future Combat - Patriots at War    ","PSV","Namco Bandai Games  ","N/A","N/A","11th Nov 14  ","N/A","N/A","N/A"
"5890","Future Cop L.A.P.D.    ","PC","Electronic Arts  ","N/A","N/A","05th Dec 98  ","N/A","N/A","N/A"
"5891","Future Cop: L.A.P.D.    ","PSN","Electronic Arts  ","N/A","N/A","23rd Apr 09  ","N/A","N/A","N/A"
"5892","Future Fight    ","PSN","Unknown  ","N/A","N/A","29th Sep 10  ","N/A","N/A","N/A"
"5893","Future Tactics    ","GIZ","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5894","Future Tactics: The Uprising    ","PC","JoWood Productions  ","N/A","N/A","22nd Oct 04  ","N/A","N/A","N/A"
"5895","Future Wars    ","PC","Interplay  ","N/A","N/A","01st Jan 90  ","N/A","N/A","N/A"
"5896","futureU: The Prep Game for SAT    ","PC","Aspyr  ","N/A","N/A","25th Aug 08  ","N/A","N/A","N/A"
"5897","Fuuraiki    ","PS","Fog  ","N/A","N/A","18th Jan 01  ","N/A","N/A","N/A"
"5898","Fuuraiki    ","PSN","Fog  ","N/A","N/A","25th Mar 11  ","N/A","N/A","N/A"
"5899","Fuuraiki    ","PS2","Fog  ","N/A","N/A","28th Sep 06  ","N/A","N/A","N/A"
"5900","Fuuraiki 2    ","PS2","Fog  ","N/A","N/A","10th Nov 05  ","N/A","N/A","N/A"
"5901","Fuuraiki 3    ","PSV","Nippon Ichi Software  ","N/A","0.02m","19th Feb 15  ","N/A","0.02m","N/A"
"5902","Fuuun Gokuu Ninjin    ","PS","Aicom  ","N/A","N/A","30th Aug 96  ","N/A","N/A","N/A"
"5903","Fuuun! Dairoujou    ","DS","Kawamoto Industrial  ","N/A","N/A","23rd Apr 09  ","N/A","N/A","N/A"
"5904","Fuyu no Sonata DS    ","DS","D3 Publisher  ","N/A","N/A","17th Dec 09  ","N/A","N/A","N/A"
"5905","Fuzion Frenzy    ","XBL","Microsoft Game Studios  ","N/A","N/A","04th Dec 07  ","N/A","N/A","N/A"
"5906","Fuzion Pirates    ","And","CJ Internet Corp.  ","N/A","N/A","19th May 14  ","N/A","N/A","N/A"
"5907","FX Football    ","PC","FX studio  ","N/A","N/A","02nd Jun 14  ","N/A","N/A","N/A"
"5908","G Darius    ","PC","CyberFront  ","N/A","N/A","07th Sep 01  ","N/A","N/A","N/A"
"5909","G Darius    ","PSN","Taito  ","N/A","N/A","27th Aug 08  ","N/A","N/A","N/A"
"5910","G-Arms: Operation Gundam    ","GB","Bandai  ","N/A","N/A","18th May 91  ","N/A","N/A","N/A"
"5911","G-Force    ","PC","Disney Interactive Studios  ","N/A","N/A","21st Jul 09  ","N/A","N/A","N/A"
"5912","G-Force    ","PSN","Disney Interactive Studios  ","N/A","N/A","22nd Oct 09  ","N/A","N/A","N/A"
"5913","G-Force (2006)    ","PS2","Phoenix Games  ","N/A","N/A","06th Oct 06  ","N/A","N/A","N/A"
"5914","G-LOC Air Battle    ","GG","Sega  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"5915","G-Loc Air Battle    ","GEN","Sega  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"5916","G-LOC Air Battle    ","MS","Sega  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"5917","G-Nome    ","PC","7th Level  ","N/A","N/A","28th Feb 97  ","N/A","N/A","N/A"
"5918","G-O-D Pure: Growth or Devolution    ","PS","Imagineer  ","N/A","N/A","26th Feb 98  ","N/A","N/A","N/A"
"5919","G-Police    ","PSN","Sony Computer Entertainment  ","N/A","N/A","22nd Nov 07  ","N/A","N/A","N/A"
"5920","G-Police    ","PSN","Sony Computer Entertainment  ","N/A","N/A","22nd Nov 07  ","N/A","N/A","N/A"
"5921","G-Saviour    ","PS2","Sunrise Interactive  ","N/A","0.07m","14th Sep 00  ","N/A","0.07m","N/A"
"5922","G.G Series Collection Plus    ","DS","Genterprise  ","N/A","N/A","27th May 10  ","N/A","N/A","N/A"
"5923","G.G Series Wonder Land    ","DSiW","Genterprise  ","N/A","N/A","16th Sep 09  ","N/A","N/A","N/A"
"5924","G.G Series Z-ONE    ","DSiW","Genterprise  ","N/A","N/A","27th Dec 10  ","N/A","N/A","N/A"
"5925","G.G Series: Chou Hero Ouga 2    ","DSiW","Genterprise  ","N/A","N/A","25th Aug 10  ","N/A","N/A","N/A"
"5926","G.G Series: D-Tank    ","DSiW","Genterprise  ","N/A","N/A","21st Mar 11  ","N/A","N/A","N/A"
"5927","G.G Series: Dark Spirits    ","DSiW","Genterprise  ","N/A","N/A","07th Feb 11  ","N/A","N/A","N/A"
"5928","G.G Series: Drift Circuit    ","DSiW","Genterprise  ","N/A","N/A","21st Feb 11  ","N/A","N/A","N/A"
"5929","G.G Series: Drift Circuit 2    ","DSiW","Genterprise  ","N/A","N/A","13th Oct 10  ","N/A","N/A","N/A"
"5930","G.G Series: Horizontal Bar    ","DSiW","Genterprise  ","N/A","N/A","07th Mar 11  ","N/A","N/A","N/A"
"5931","G.G Series: Ninja Karakuri Den    ","DSiW","Genterprise  ","N/A","N/A","23rd Aug 10  ","N/A","N/A","N/A"
"5932","G.G Series: Shinobi Karakuri-Den 2    ","DSiW","Genterprise  ","N/A","N/A","08th Sep 10  ","N/A","N/A","N/A"
"5933","G.G Series: Super Hero Ogre    ","DSiW","Genterprise  ","N/A","N/A","11th Oct 10  ","N/A","N/A","N/A"
"5934","G.G Series: Z-One 2    ","DSiW","Genterprise  ","N/A","N/A","23rd Jun 10  ","N/A","N/A","N/A"
"5935","G.G. Series: Assault Buster    ","DSiW","Genterprise  ","N/A","N/A","10th Feb 10  ","N/A","N/A","N/A"
"5936","G.G. Series: Black x Block    ","DSiW","Genterprise  ","N/A","N/A","09th Dec 09  ","N/A","N/A","N/A"
"5937","G.G. Series: Drilling Attack!!    ","DSiW","Genterprise  ","N/A","N/A","17th Feb 10  ","N/A","N/A","N/A"
"5938","G.G. Series: Exciting River    ","DSiW","Genterprise  ","N/A","N/A","17th Mar 10  ","N/A","N/A","N/A"
"5939","G.G. Series: Throw Out    ","DSiW","Genterprise  ","N/A","N/A","10th Mar 10  ","N/A","N/A","N/A"
"5940","G.G. Series: Vertex    ","DSiW","Genterprise  ","N/A","N/A","16th Dec 09  ","N/A","N/A","N/A"
"5941","G.I. JOE    ","XBL","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"5942","G.I. Joe: A Real American Hero    ","NES","Taxan  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"5943","G.I. Joe: Cobra Strike    ","2600","Parker Bros.  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"5944","G.I. Joe: The Atlantis Factor    ","NES","Capcom  ","N/A","N/A","01st Mar 92  ","N/A","N/A","N/A"
"5945","G.I. Joe: The Rise of Cobra    ","PSN","Electronic Arts  ","N/A","N/A","30th Sep 09  ","N/A","N/A","N/A"
"5946","G.I. Joe: The Rise of Cobra    ","XBL","Electronic Arts  ","N/A","N/A","12th Jul 11  ","N/A","N/A","N/A"
"5947","G1 Grand Prix    ","3DS","Genki  ","N/A","0.05m","24th May 12  ","N/A","0.05m","N/A"
"5948","G1 Jockey    ","PS2","THQ  ","N/A","N/A","08th Mar 02  ","N/A","N/A","N/A"
"5949","G1 Jockey    ","PS","KOEI  ","N/A","N/A","11th Mar 99  ","N/A","N/A","N/A"
"5950","G1 Jockey 2    ","PS2","KOEI  ","N/A","0.06m","02nd Nov 00  ","N/A","0.06m","N/A"
"5951","G1 Jockey 2000    ","PS","KOEI  ","N/A","N/A","03rd Feb 00  ","N/A","N/A","N/A"
"5952","G1 Jockey 3 2003    ","PS2","KOEI  ","N/A","N/A","30th Oct 03  ","N/A","N/A","N/A"
"5953","G1 Jockey 3 2005 Nendoban    ","PS2","KOEI  ","N/A","N/A","24th Feb 05  ","N/A","N/A","N/A"
"5954","G1 Jockey 4    ","PS2","KOEI  ","N/A","N/A","31st Mar 06  ","N/A","N/A","N/A"
